"Notes","Year","Year Code","Census Division of Residence","Census Division of Residence Code","Age of Mother 9","Age of Mother 9 Code","Source of Payment for Delivery","Source of Payment for Delivery Code","Month Prenatal Care Began","Month Prenatal Care Began Code",Births,Average Number of Prenatal Visits
,"2022","2022","Division 9: Pacific","CENS-D9","15-19 years","15-19","Other","4","Unknown or Not Stated","99",41,9.00
,"2022","2022","Division 9: Pacific","CENS-D9","15-19 years","15-19","Unknown or Not Stated","9","No prenatal care","00",16,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","15-19 years","15-19","Unknown or Not Stated","9","2nd month","02",30,11.31
,"2022","2022","Division 9: Pacific","CENS-D9","15-19 years","15-19","Unknown or Not Stated","9","3rd month","03",20,10.63
,"2022","2022","Division 9: Pacific","CENS-D9","15-19 years","15-19","Unknown or Not Stated","9","Unknown or Not Stated","99",54,8.00
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Medicaid","1","No prenatal care","00",932,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Medicaid","1","1st month","01",4134,12.63
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Medicaid","1","2nd month","02",19175,12.03
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Medicaid","1","3rd month","03",12444,11.05
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Medicaid","1","4th month","04",4714,9.92
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Medicaid","1","5th month","05",2596,8.65
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Medicaid","1","6th month","06",1563,7.61
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Medicaid","1","7th month","07",1233,6.58
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Medicaid","1","8th month","08",962,5.02
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Medicaid","1","9th month","09",398,3.15
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Medicaid","1","Unknown or Not Stated","99",1716,10.24
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Private Insurance","2","No prenatal care","00",164,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Private Insurance","2","1st month","01",1121,12.80
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Private Insurance","2","2nd month","02",10044,11.57
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Private Insurance","2","3rd month","03",6398,10.83
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Private Insurance","2","4th month","04",1663,9.84
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Private Insurance","2","5th month","05",835,9.15
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Private Insurance","2","6th month","06",469,7.84
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Private Insurance","2","7th month","07",400,6.42
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Private Insurance","2","8th month","08",258,5.09
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Private Insurance","2","9th month","09",111,3.24
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Private Insurance","2","Unknown or Not Stated","99",553,8.88
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Self Pay","3","No prenatal care","00",123,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Self Pay","3","1st month","01",61,11.63
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Self Pay","3","2nd month","02",283,11.70
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Self Pay","3","3rd month","03",243,10.98
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Self Pay","3","4th month","04",98,9.85
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Self Pay","3","5th month","05",67,8.97
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Self Pay","3","6th month","06",37,8.11
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Self Pay","3","7th month","07",44,6.41
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Self Pay","3","8th month","08",36,5.03
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Self Pay","3","9th month","09",16,2.50
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Self Pay","3","Unknown or Not Stated","99",29,7.83
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Other","4","No prenatal care","00",78,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Other","4","1st month","01",624,12.43
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Other","4","2nd month","02",2536,12.10
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Other","4","3rd month","03",1645,11.08
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Other","4","4th month","04",464,10.42
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Other","4","5th month","05",225,9.46
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Other","4","6th month","06",137,8.94
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Other","4","7th month","07",130,6.73
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Other","4","8th month","08",83,4.78
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Other","4","9th month","09",35,3.29
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Other","4","Unknown or Not Stated","99",351,7.84
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Unknown or Not Stated","9","No prenatal care","00",45,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Unknown or Not Stated","9","1st month","01",26,12.52
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Unknown or Not Stated","9","2nd month","02",149,11.43
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Unknown or Not Stated","9","3rd month","03",129,10.39
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Unknown or Not Stated","9","4th month","04",37,8.86
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Unknown or Not Stated","9","5th month","05",21,7.95
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Unknown or Not Stated","9","6th month","06",21,8.57
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Unknown or Not Stated","9","7th month","07",20,6.70
,"2022","2022","Division 9: Pacific","CENS-D9","20-24 years","20-24","Unknown or Not Stated","9","Unknown or Not Stated","99",318,11.50
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Medicaid","1","No prenatal care","00",1134,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Medicaid","1","1st month","01",5659,12.77
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Medicaid","1","2nd month","02",26006,12.11
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Medicaid","1","3rd month","03",17352,11.12
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Medicaid","1","4th month","04",6047,9.85
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Medicaid","1","5th month","05",3083,8.70
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Medicaid","1","6th month","06",1800,7.62
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Medicaid","1","7th month","07",1384,6.42
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Medicaid","1","8th month","08",1109,4.88
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Medicaid","1","9th month","09",432,3.29
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Medicaid","1","Unknown or Not Stated","99",2083,10.13
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Private Insurance","2","No prenatal care","00",229,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Private Insurance","2","1st month","01",3454,13.20
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Private Insurance","2","2nd month","02",32326,11.82
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Private Insurance","2","3rd month","03",18546,11.14
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Private Insurance","2","4th month","04",3786,10.06
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Private Insurance","2","5th month","05",1468,8.89
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Private Insurance","2","6th month","06",844,7.93
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Private Insurance","2","7th month","07",667,6.55
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Private Insurance","2","8th month","08",460,4.88
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Private Insurance","2","9th month","09",171,3.33
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Private Insurance","2","Unknown or Not Stated","99",1511,11.10
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Self Pay","3","No prenatal care","00",121,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Self Pay","3","1st month","01",181,12.51
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Self Pay","3","2nd month","02",770,12.37
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Self Pay","3","3rd month","03",812,11.39
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Self Pay","3","4th month","04",308,10.14
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Self Pay","3","5th month","05",161,9.56
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Self Pay","3","6th month","06",110,8.02
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Self Pay","3","7th month","07",96,6.58
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Self Pay","3","8th month","08",108,5.30
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Self Pay","3","9th month","09",35,2.51
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Self Pay","3","Unknown or Not Stated","99",83,9.52
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Other","4","No prenatal care","00",123,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Other","4","1st month","01",757,12.33
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Other","4","2nd month","02",3324,12.20
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Other","4","3rd month","03",2280,11.30
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Other","4","4th month","04",517,10.35
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Other","4","5th month","05",227,8.73
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Other","4","6th month","06",157,8.36
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Other","4","7th month","07",142,6.64
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Other","4","8th month","08",123,5.50
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Other","4","9th month","09",38,3.42
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Other","4","Unknown or Not Stated","99",407,8.80
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Unknown or Not Stated","9","No prenatal care","00",67,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Unknown or Not Stated","9","1st month","01",39,12.59
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Unknown or Not Stated","9","2nd month","02",297,11.50
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Unknown or Not Stated","9","3rd month","03",265,10.29
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Unknown or Not Stated","9","4th month","04",62,9.83
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Unknown or Not Stated","9","5th month","05",39,8.97
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Unknown or Not Stated","9","6th month","06",27,8.48
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Unknown or Not Stated","9","7th month","07",15,6.27
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Unknown or Not Stated","9","8th month","08",19,4.53
,"2022","2022","Division 9: Pacific","CENS-D9","25-29 years","25-29","Unknown or Not Stated","9","Unknown or Not Stated","99",426,7.43
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Medicaid","1","No prenatal care","00",1017,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Medicaid","1","1st month","01",4669,12.79
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Medicaid","1","2nd month","02",21843,12.18
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Medicaid","1","3rd month","03",14857,11.18
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Medicaid","1","4th month","04",5021,10.01
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Medicaid","1","5th month","05",2568,8.66
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Medicaid","1","6th month","06",1449,7.74
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Medicaid","1","7th month","07",1109,6.59
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Medicaid","1","8th month","08",851,5.04
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Medicaid","1","9th month","09",362,3.19
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Medicaid","1","10th month","10",11,1.27
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Medicaid","1","Unknown or Not Stated","99",1791,10.60
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Private Insurance","2","No prenatal care","00",302,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Private Insurance","2","1st month","01",5910,13.62
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Private Insurance","2","2nd month","02",60798,12.03
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Private Insurance","2","3rd month","03",34437,11.44
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Private Insurance","2","4th month","04",5159,10.16
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Private Insurance","2","5th month","05",1803,9.13
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Private Insurance","2","6th month","06",1029,8.01
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Private Insurance","2","7th month","07",803,6.67
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Private Insurance","2","8th month","08",565,5.13
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Private Insurance","2","9th month","09",231,3.78
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Private Insurance","2","10th month","10",10,2.80
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Private Insurance","2","Unknown or Not Stated","99",2306,11.72
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Self Pay","3","No prenatal care","00",108,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Self Pay","3","1st month","01",338,12.85
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Self Pay","3","2nd month","02",1273,12.45
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Self Pay","3","3rd month","03",1266,11.50
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Self Pay","3","4th month","04",450,10.47
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Self Pay","3","5th month","05",215,9.39
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Self Pay","3","6th month","06",147,8.05
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Self Pay","3","7th month","07",178,6.69
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Self Pay","3","8th month","08",198,5.09
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Self Pay","3","9th month","09",80,3.42
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Self Pay","3","Unknown or Not Stated","99",89,10.85
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Other","4","No prenatal care","00",103,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Other","4","1st month","01",637,12.91
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Other","4","2nd month","02",3357,12.43
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Other","4","3rd month","03",2193,11.45
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Other","4","4th month","04",465,10.27
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Other","4","5th month","05",213,9.32
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Other","4","6th month","06",130,7.87
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Other","4","7th month","07",114,6.33
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Other","4","8th month","08",99,5.08
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Other","4","9th month","09",30,2.83
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Other","4","Unknown or Not Stated","99",236,8.34
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Unknown or Not Stated","9","No prenatal care","00",68,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Unknown or Not Stated","9","1st month","01",37,12.21
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Unknown or Not Stated","9","2nd month","02",368,11.99
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Unknown or Not Stated","9","3rd month","03",358,10.68
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Unknown or Not Stated","9","4th month","04",72,8.91
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Unknown or Not Stated","9","5th month","05",32,8.38
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Unknown or Not Stated","9","6th month","06",21,6.62
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Unknown or Not Stated","9","7th month","07",21,6.80
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Unknown or Not Stated","9","8th month","08",12,6.58
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Unknown or Not Stated","9","9th month","09",11,5.80
,"2022","2022","Division 9: Pacific","CENS-D9","30-34 years","30-34","Unknown or Not Stated","9","Unknown or Not Stated","99",366,6.60
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Medicaid","1","No prenatal care","00",580,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Medicaid","1","1st month","01",2512,12.96
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Medicaid","1","2nd month","02",11208,12.30
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Medicaid","1","3rd month","03",8163,11.29
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Medicaid","1","4th month","04",2935,10.08
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Medicaid","1","5th month","05",1420,8.98
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Medicaid","1","6th month","06",792,7.51
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Medicaid","1","7th month","07",616,6.46
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Medicaid","1","8th month","08",485,4.98
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Medicaid","1","9th month","09",191,3.20
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Medicaid","1","Unknown or Not Stated","99",962,10.36
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Private Insurance","2","No prenatal care","00",222,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Private Insurance","2","1st month","01",4374,14.32
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Private Insurance","2","2nd month","02",40198,12.33
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Private Insurance","2","3rd month","03",25320,11.61
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Private Insurance","2","4th month","04",3612,10.46
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Private Insurance","2","5th month","05",1163,9.06
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Private Insurance","2","6th month","06",647,8.15
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Private Insurance","2","7th month","07",494,6.55
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Private Insurance","2","8th month","08",326,5.45
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Private Insurance","2","9th month","09",111,3.95
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Private Insurance","2","Unknown or Not Stated","99",1545,12.34
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Self Pay","3","No prenatal care","00",95,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Self Pay","3","1st month","01",200,13.25
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Self Pay","3","2nd month","02",864,12.88
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Self Pay","3","3rd month","03",814,11.57
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Self Pay","3","4th month","04",318,10.35
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Self Pay","3","5th month","05",159,9.03
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Self Pay","3","6th month","06",106,8.03
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Self Pay","3","7th month","07",109,6.93
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Self Pay","3","8th month","08",125,5.33
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Self Pay","3","9th month","09",64,2.78
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Self Pay","3","Unknown or Not Stated","99",64,9.76
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Other","4","No prenatal care","00",82,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Other","4","1st month","01",327,12.82
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Other","4","2nd month","02",1750,12.66
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Other","4","3rd month","03",1324,11.72
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Other","4","4th month","04",309,10.56
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Other","4","5th month","05",97,9.06
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Other","4","6th month","06",71,7.68
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Other","4","7th month","07",44,6.84
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Other","4","8th month","08",39,4.92
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Other","4","9th month","09",16,4.50
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Other","4","Unknown or Not Stated","99",113,8.83
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Unknown or Not Stated","9","No prenatal care","00",48,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Unknown or Not Stated","9","1st month","01",30,11.44
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Unknown or Not Stated","9","2nd month","02",207,11.59
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Unknown or Not Stated","9","3rd month","03",215,10.94
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Unknown or Not Stated","9","4th month","04",48,9.62
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Unknown or Not Stated","9","5th month","05",19,10.21
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Unknown or Not Stated","9","7th month","07",16,4.87
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Unknown or Not Stated","9","8th month","08",12,4.67
,"2022","2022","Division 9: Pacific","CENS-D9","35-39 years","35-39","Unknown or Not Stated","9","Unknown or Not Stated","99",181,9.00
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Medicaid","1","No prenatal care","00",146,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Medicaid","1","1st month","01",660,13.07
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Medicaid","1","2nd month","02",2885,12.54
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Medicaid","1","3rd month","03",2340,11.71
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Medicaid","1","4th month","04",820,10.43
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Medicaid","1","5th month","05",395,9.28
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Medicaid","1","6th month","06",237,7.94
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Medicaid","1","7th month","07",191,6.51
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Medicaid","1","8th month","08",130,5.50
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Medicaid","1","9th month","09",43,3.38
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Medicaid","1","Unknown or Not Stated","99",252,9.52
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Private Insurance","2","No prenatal care","00",41,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Private Insurance","2","1st month","01",1231,15.07
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Private Insurance","2","2nd month","02",8276,12.90
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Private Insurance","2","3rd month","03",6342,12.01
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Private Insurance","2","4th month","04",1031,10.78
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Private Insurance","2","5th month","05",364,9.61
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Private Insurance","2","6th month","06",187,8.47
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Private Insurance","2","7th month","07",137,8.20
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Private Insurance","2","8th month","08",79,5.24
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Private Insurance","2","9th month","09",25,3.20
