"Notes","Year","Year Code","Census Division of Residence","Census Division of Residence Code","Age of Mother 9","Age of Mother 9 Code","Source of Payment for Delivery","Source of Payment for Delivery Code","Month Prenatal Care Began","Month Prenatal Care Began Code",Births,Average Number of Prenatal Visits
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Private Insurance","2","1st month","01",896,13.26
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Private Insurance","2","2nd month","02",18627,12.39
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Private Insurance","2","3rd month","03",19080,11.56
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Private Insurance","2","4th month","04",2496,10.32
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Private Insurance","2","5th month","05",874,8.81
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Private Insurance","2","6th month","06",462,8.08
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Private Insurance","2","7th month","07",331,6.85
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Private Insurance","2","8th month","08",223,5.36
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Private Insurance","2","9th month","09",89,3.11
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Private Insurance","2","Unknown or Not Stated","99",223,9.88
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Self Pay","3","No prenatal care","00",172,0.00
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Self Pay","3","1st month","01",54,11.87
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Self Pay","3","2nd month","02",691,11.83
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Self Pay","3","3rd month","03",1334,10.83
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Self Pay","3","4th month","04",492,8.84
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Self Pay","3","5th month","05",256,7.20
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Self Pay","3","6th month","06",166,6.33
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Self Pay","3","7th month","07",154,4.99
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Self Pay","3","8th month","08",112,3.67
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Self Pay","3","9th month","09",45,2.29
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Self Pay","3","Unknown or Not Stated","99",55,6.80
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Other","4","No prenatal care","00",35,0.00
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Other","4","1st month","01",49,12.51
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Other","4","2nd month","02",919,11.85
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Other","4","3rd month","03",759,10.99
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Other","4","4th month","04",171,9.38
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Other","4","5th month","05",87,7.83
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Other","4","6th month","06",54,6.19
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Other","4","7th month","07",59,6.00
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Other","4","8th month","08",45,4.71
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Other","4","9th month","09",14,2.29
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Other","4","Unknown or Not Stated","99",26,14.00
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Unknown or Not Stated","9","No prenatal care","00",21,0.00
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Unknown or Not Stated","9","1st month","01",10,11.50
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Unknown or Not Stated","9","2nd month","02",138,11.03
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Unknown or Not Stated","9","3rd month","03",155,10.34
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Unknown or Not Stated","9","4th month","04",35,8.88
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Unknown or Not Stated","9","5th month","05",21,7.43
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Unknown or Not Stated","9","6th month","06",22,6.82
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Unknown or Not Stated","9","8th month","08",10,3.50
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Unknown or Not Stated","9","Unknown or Not Stated","99",29,8.67
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Medicaid","1","No prenatal care","00",484,0.00
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Medicaid","1","1st month","01",321,12.65
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Medicaid","1","2nd month","02",5432,12.12
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Medicaid","1","3rd month","03",6943,11.09
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Medicaid","1","4th month","04",2284,9.53
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Medicaid","1","5th month","05",1171,8.04
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Medicaid","1","6th month","06",665,7.00
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Medicaid","1","7th month","07",516,5.97
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Medicaid","1","8th month","08",427,4.31
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Medicaid","1","9th month","09",197,2.54
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Medicaid","1","Unknown or Not Stated","99",162,7.04
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Private Insurance","2","No prenatal care","00",167,0.00
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Private Insurance","2","1st month","01",1116,13.51
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Private Insurance","2","2nd month","02",21456,12.44
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Private Insurance","2","3rd month","03",23526,11.58
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Private Insurance","2","4th month","04",2992,10.27
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Private Insurance","2","5th month","05",872,8.86
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Private Insurance","2","6th month","06",462,7.94
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Private Insurance","2","7th month","07",342,6.93
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Private Insurance","2","8th month","08",238,5.54
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Private Insurance","2","9th month","09",73,3.85
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Private Insurance","2","Unknown or Not Stated","99",325,10.26
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Self Pay","3","No prenatal care","00",165,0.00
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Self Pay","3","1st month","01",38,11.39
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Self Pay","3","2nd month","02",678,11.58
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Self Pay","3","3rd month","03",1215,10.93
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Self Pay","3","4th month","04",503,9.00
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Self Pay","3","5th month","05",224,7.05
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Self Pay","3","6th month","06",135,6.08
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Self Pay","3","7th month","07",126,5.58
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Self Pay","3","8th month","08",96,3.97
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Self Pay","3","9th month","09",47,2.83
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Self Pay","3","Unknown or Not Stated","99",55,5.20
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Other","4","No prenatal care","00",38,0.00
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Other","4","1st month","01",48,12.73
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Other","4","2nd month","02",742,11.60
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Other","4","3rd month","03",826,10.84
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Other","4","4th month","04",142,9.01
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Other","4","5th month","05",61,7.48
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Other","4","6th month","06",47,6.32
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Other","4","7th month","07",48,5.50
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Other","4","8th month","08",29,3.89
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Other","4","9th month","09",10,1.90
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Other","4","Unknown or Not Stated","99",14,4.00
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Unknown or Not Stated","9","No prenatal care","00",30,0.00
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Unknown or Not Stated","9","2nd month","02",134,11.70
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Unknown or Not Stated","9","3rd month","03",153,10.72
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Unknown or Not Stated","9","4th month","04",37,8.78
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Unknown or Not Stated","9","5th month","05",21,7.81
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Unknown or Not Stated","9","8th month","08",11,4.36
,"2024","2024","Division 4: West North Central","CENS-D4","30-34 years","30-34","Unknown or Not Stated","9","Unknown or Not Stated","99",33,10.00
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Medicaid","1","No prenatal care","00",273,0.00
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Medicaid","1","1st month","01",151,12.43
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Medicaid","1","2nd month","02",2431,12.11
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Medicaid","1","3rd month","03",3384,11.12
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Medicaid","1","4th month","04",1200,9.65
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Medicaid","1","5th month","05",633,8.00
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Medicaid","1","6th month","06",374,7.36
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Medicaid","1","7th month","07",300,6.15
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Medicaid","1","8th month","08",220,4.39
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Medicaid","1","9th month","09",88,2.49
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Medicaid","1","Unknown or Not Stated","99",88,5.73
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Private Insurance","2","No prenatal care","00",76,0.00
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Private Insurance","2","1st month","01",456,13.99
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Private Insurance","2","2nd month","02",9645,12.61
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Private Insurance","2","3rd month","03",11024,11.76
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Private Insurance","2","4th month","04",1604,10.06
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Private Insurance","2","5th month","05",495,8.75
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Private Insurance","2","6th month","06",256,7.76
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Private Insurance","2","7th month","07",158,7.10
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Private Insurance","2","8th month","08",106,5.68
,"2024","2024","Division 4: West North Central","CENS-D4","35-39 years","35-39","Private Insurance","2","9th month","09",39,3.31
