"Notes","Year","Year Code","State of Residence","State of Residence Code","Source of Payment for Delivery","Source of Payment for Delivery Code","Delivery Method","Delivery Method Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2021","2021","Wisconsin","55","Private Insurance","2","Cesarean","2","None checked","1",10270
,"2021","2021","Wisconsin","55","Private Insurance","2","Unknown or Not Stated","9","None checked","1",13
,"2021","2021","Wisconsin","55","Self Pay","3","Vaginal","1","At least one checked","0",22
,"2021","2021","Wisconsin","55","Self Pay","3","Vaginal","1","None checked","1",1950
,"2021","2021","Wisconsin","55","Self Pay","3","Vaginal","1","Unknown or Not Stated","9",20
,"2021","2021","Wisconsin","55","Self Pay","3","Cesarean","2","None checked","1",118
,"2021","2021","Wisconsin","55","Self Pay","3","Unknown or Not Stated","9","None checked","1",27
,"2021","2021","Wisconsin","55","Other","4","Vaginal","1","At least one checked","0",21
,"2021","2021","Wisconsin","55","Other","4","Vaginal","1","None checked","1",708
,"2021","2021","Wisconsin","55","Other","4","Cesarean","2","None checked","1",261
,"2021","2021","Wisconsin","55","Unknown or Not Stated","9","Vaginal","1","None checked","1",207
,"2021","2021","Wisconsin","55","Unknown or Not Stated","9","Cesarean","2","None checked","1",102
,"2021","2021","Wyoming","56","Medicaid","1","Vaginal","1","At least one checked","0",30
,"2021","2021","Wyoming","56","Medicaid","1","Vaginal","1","None checked","1",1335
,"2021","2021","Wyoming","56","Medicaid","1","Cesarean","2","None checked","1",472
,"2021","2021","Wyoming","56","Private Insurance","2","Vaginal","1","At least one checked","0",58
,"2021","2021","Wyoming","56","Private Insurance","2","Vaginal","1","None checked","1",2510
,"2021","2021","Wyoming","56","Private Insurance","2","Cesarean","2","At least one checked","0",16
,"2021","2021","Wyoming","56","Private Insurance","2","Cesarean","2","None checked","1",989
,"2021","2021","Wyoming","56","Self Pay","3","Vaginal","1","None checked","1",368
,"2021","2021","Wyoming","56","Self Pay","3","Cesarean","2","None checked","1",78
,"2021","2021","Wyoming","56","Other","4","Vaginal","1","None checked","1",242
,"2021","2021","Wyoming","56","Other","4","Cesarean","2","None checked","1",91
,"2021","2021","Wyoming","56","Unknown or Not Stated","9","Vaginal","1","None checked","1",20
,"2022","2022","Alabama","01","Medicaid","1","Vaginal","1","At least one checked","0",154
,"2022","2022","Alabama","01","Medicaid","1","Vaginal","1","None checked","1",17372
,"2022","2022","Alabama","01","Medicaid","1","Cesarean","2","At least one checked","0",140
,"2022","2022","Alabama","01","Medicaid","1","Cesarean","2","None checked","1",8541
,"2022","2022","Alabama","01","Private Insurance","2","Vaginal","1","At least one checked","0",281
,"2022","2022","Alabama","01","Private Insurance","2","Vaginal","1","None checked","1",18170
,"2022","2022","Alabama","01","Private Insurance","2","Cesarean","2","At least one checked","0",104
,"2022","2022","Alabama","01","Private Insurance","2","Cesarean","2","None checked","1",10451
,"2022","2022","Alabama","01","Self Pay","3","Vaginal","1","At least one checked","0",15
,"2022","2022","Alabama","01","Self Pay","3","Vaginal","1","None checked","1",893
,"2022","2022","Alabama","01","Self Pay","3","Cesarean","2","None checked","1",228
,"2022","2022","Alabama","01","Other","4","Vaginal","1","At least one checked","0",15
,"2022","2022","Alabama","01","Other","4","Vaginal","1","None checked","1",1176
,"2022","2022","Alabama","01","Other","4","Cesarean","2","None checked","1",561
,"2022","2022","Alabama","01","Unknown or Not Stated","9","Vaginal","1","None checked","1",32
,"2022","2022","Alaska","02","Medicaid","1","Vaginal","1","At least one checked","0",89
,"2022","2022","Alaska","02","Medicaid","1","Vaginal","1","None checked","1",2748
,"2022","2022","Alaska","02","Medicaid","1","Cesarean","2","At least one checked","0",21
,"2022","2022","Alaska","02","Medicaid","1","Cesarean","2","None checked","1",703
,"2022","2022","Alaska","02","Private Insurance","2","Vaginal","1","At least one checked","0",76
,"2022","2022","Alaska","02","Private Insurance","2","Vaginal","1","None checked","1",2288
,"2022","2022","Alaska","02","Private Insurance","2","Cesarean","2","At least one checked","0",17
,"2022","2022","Alaska","02","Private Insurance","2","Cesarean","2","None checked","1",817
,"2022","2022","Alaska","02","Self Pay","3","Vaginal","1","None checked","1",228
,"2022","2022","Alaska","02","Self Pay","3","Cesarean","2","None checked","1",58
,"2022","2022","Alaska","02","Other","4","Vaginal","1","At least one checked","0",48
,"2022","2022","Alaska","02","Other","4","Vaginal","1","None checked","1",1625
,"2022","2022","Alaska","02","Other","4","Cesarean","2","At least one checked","0",14
,"2022","2022","Alaska","02","Other","4","Cesarean","2","None checked","1",482
,"2022","2022","Alaska","02","Unknown or Not Stated","9","Vaginal","1","None checked","1",112
,"2022","2022","Arizona","04","Medicaid","1","Vaginal","1","At least one checked","0",272
,"2022","2022","Arizona","04","Medicaid","1","Vaginal","1","None checked","1",25812
,"2022","2022","Arizona","04","Medicaid","1","Cesarean","2","At least one checked","0",189
,"2022","2022","Arizona","04","Medicaid","1","Cesarean","2","None checked","1",9880
,"2022","2022","Arizona","04","Private Insurance","2","Vaginal","1","At least one checked","0",309
,"2022","2022","Arizona","04","Private Insurance","2","Vaginal","1","None checked","1",23445
,"2022","2022","Arizona","04","Private Insurance","2","Cesarean","2","At least one checked","0",121
,"2022","2022","Arizona","04","Private Insurance","2","Cesarean","2","None checked","1",10459
,"2022","2022","Arizona","04","Self Pay","3","Vaginal","1","At least one checked","0",32
,"2022","2022","Arizona","04","Self Pay","3","Vaginal","1","None checked","1",3051
,"2022","2022","Arizona","04","Self Pay","3","Cesarean","2","None checked","1",689
,"2022","2022","Arizona","04","Other","4","Vaginal","1","At least one checked","0",74
,"2022","2022","Arizona","04","Other","4","Vaginal","1","None checked","1",2948
,"2022","2022","Arizona","04","Other","4","Cesarean","2","At least one checked","0",32
,"2022","2022","Arizona","04","Other","4","Cesarean","2","None checked","1",1093
,"2022","2022","Arizona","04","Unknown or Not Stated","9","Vaginal","1","None checked","1",111
,"2022","2022","Arizona","04","Unknown or Not Stated","9","Cesarean","2","None checked","1",17
,"2022","2022","Arkansas","05","Medicaid","1","Vaginal","1","At least one checked","0",77
,"2022","2022","Arkansas","05","Medicaid","1","Vaginal","1","None checked","1",9137
,"2022","2022","Arkansas","05","Medicaid","1","Cesarean","2","At least one checked","0",58
,"2022","2022","Arkansas","05","Medicaid","1","Cesarean","2","None checked","1",4520
,"2022","2022","Arkansas","05","Private Insurance","2","Vaginal","1","At least one checked","0",212
,"2022","2022","Arkansas","05","Private Insurance","2","Vaginal","1","None checked","1",12356
,"2022","2022","Arkansas","05","Private Insurance","2","Cesarean","2","At least one checked","0",89
,"2022","2022","Arkansas","05","Private Insurance","2","Cesarean","2","None checked","1",6686
,"2022","2022","Arkansas","05","Self Pay","3","Vaginal","1","At least one checked","0",30
,"2022","2022","Arkansas","05","Self Pay","3","Vaginal","1","None checked","1",1206
,"2022","2022","Arkansas","05","Self Pay","3","Cesarean","2","None checked","1",323
,"2022","2022","Arkansas","05","Other","4","Vaginal","1","None checked","1",276
,"2022","2022","Arkansas","05","Other","4","Cesarean","2","None checked","1",126
,"2022","2022","Arkansas","05","Unknown or Not Stated","9","Vaginal","1","None checked","1",224
,"2022","2022","Arkansas","05","Unknown or Not Stated","9","Cesarean","2","None checked","1",122
,"2022","2022","California","06","Medicaid","1","Vaginal","1","At least one checked","0",979
,"2022","2022","California","06","Medicaid","1","Vaginal","1","None checked","1",115448
,"2022","2022","California","06","Medicaid","1","Vaginal","1","Unknown or Not Stated","9",270
,"2022","2022","California","06","Medicaid","1","Cesarean","2","At least one checked","0",599
,"2022","2022","California","06","Medicaid","1","Cesarean","2","None checked","1",51588
,"2022","2022","California","06","Medicaid","1","Cesarean","2","Unknown or Not Stated","9",79
,"2022","2022","California","06","Private Insurance","2","Vaginal","1","At least one checked","0",2739
,"2022","2022","California","06","Private Insurance","2","Vaginal","1","None checked","1",149001
,"2022","2022","California","06","Private Insurance","2","Vaginal","1","Unknown or Not Stated","9",191
,"2022","2022","California","06","Private Insurance","2","Cesarean","2","At least one checked","0",582
,"2022","2022","California","06","Private Insurance","2","Cesarean","2","None checked","1",69677
,"2022","2022","California","06","Private Insurance","2","Cesarean","2","Unknown or Not Stated","9",49
,"2022","2022","California","06","Self Pay","3","Vaginal","1","At least one checked","0",71
,"2022","2022","California","06","Self Pay","3","Vaginal","1","None checked","1",7230
,"2022","2022","California","06","Self Pay","3","Vaginal","1","Unknown or Not Stated","9",137
,"2022","2022","California","06","Self Pay","3","Cesarean","2","At least one checked","0",14
,"2022","2022","California","06","Self Pay","3","Cesarean","2","None checked","1",1807
,"2022","2022","California","06","Other","4","Vaginal","1","At least one checked","0",141
,"2022","2022","California","06","Other","4","Vaginal","1","None checked","1",11925
,"2022","2022","California","06","Other","4","Vaginal","1","Unknown or Not Stated","9",31
,"2022","2022","California","06","Other","4","Cesarean","2","At least one checked","0",42
,"2022","2022","California","06","Other","4","Cesarean","2","None checked","1",5036
,"2022","2022","California","06","Unknown or Not Stated","9","Vaginal","1","At least one checked","0",16
,"2022","2022","California","06","Unknown or Not Stated","9","Vaginal","1","None checked","1",974
,"2022","2022","California","06","Unknown or Not Stated","9","Vaginal","1","Unknown or Not Stated","9",39
,"2022","2022","California","06","Unknown or Not Stated","9","Cesarean","2","None checked","1",422
,"2022","2022","Colorado","08","Medicaid","1","Vaginal","1","At least one checked","0",223
,"2022","2022","Colorado","08","Medicaid","1","Vaginal","1","None checked","1",16143
,"2022","2022","Colorado","08","Medicaid","1","Cesarean","2","At least one checked","0",94
,"2022","2022","Colorado","08","Medicaid","1","Cesarean","2","None checked","1",5766
,"2022","2022","Colorado","08","Private Insurance","2","Vaginal","1","At least one checked","0",371
,"2022","2022","Colorado","08","Private Insurance","2","Vaginal","1","None checked","1",23356
,"2022","2022","Colorado","08","Private Insurance","2","Cesarean","2","At least one checked","0",96
,"2022","2022","Colorado","08","Private Insurance","2","Cesarean","2","None checked","1",10090
,"2022","2022","Colorado","08","Self Pay","3","Vaginal","1","At least one checked","0",36
,"2022","2022","Colorado","08","Self Pay","3","Vaginal","1","None checked","1",1933
,"2022","2022","Colorado","08","Self Pay","3","Cesarean","2","At least one checked","0",11
,"2022","2022","Colorado","08","Self Pay","3","Cesarean","2","None checked","1",355
,"2022","2022","Colorado","08","Other","4","Vaginal","1","At least one checked","0",47
,"2022","2022","Colorado","08","Other","4","Vaginal","1","None checked","1",2741
,"2022","2022","Colorado","08","Other","4","Cesarean","2","At least one checked","0",19
,"2022","2022","Colorado","08","Other","4","Cesarean","2","None checked","1",911
,"2022","2022","Colorado","08","Unknown or Not Stated","9","Vaginal","1","None checked","1",134
,"2022","2022","Colorado","08","Unknown or Not Stated","9","Cesarean","2","None checked","1",44
,"2022","2022","Connecticut","09","Medicaid","1","Vaginal","1","At least one checked","0",85
,"2022","2022","Connecticut","09","Medicaid","1","Vaginal","1","None checked","1",8668
,"2022","2022","Connecticut","09","Medicaid","1","Cesarean","2","At least one checked","0",71
,"2022","2022","Connecticut","09","Medicaid","1","Cesarean","2","None checked","1",4599
,"2022","2022","Connecticut","09","Private Insurance","2","Vaginal","1","At least one checked","0",258
,"2022","2022","Connecticut","09","Private Insurance","2","Vaginal","1","None checked","1",12764
,"2022","2022","Connecticut","09","Private Insurance","2","Cesarean","2","At least one checked","0",98
,"2022","2022","Connecticut","09","Private Insurance","2","Cesarean","2","None checked","1",7245
,"2022","2022","Connecticut","09","Self Pay","3","Vaginal","1","At least one checked","0",15
,"2022","2022","Connecticut","09","Self Pay","3","Vaginal","1","None checked","1",748
,"2022","2022","Connecticut","09","Self Pay","3","Cesarean","2","None checked","1",251
,"2022","2022","Connecticut","09","Other","4","Vaginal","1","None checked","1",327
,"2022","2022","Connecticut","09","Other","4","Cesarean","2","None checked","1",154
,"2022","2022","Connecticut","09","Unknown or Not Stated","9","Vaginal","1","None checked","1",12
,"2022","2022","Delaware","10","Medicaid","1","Vaginal","1","At least one checked","0",37
,"2022","2022","Delaware","10","Medicaid","1","Vaginal","1","None checked","1",3073
,"2022","2022","Delaware","10","Medicaid","1","Vaginal","1","Unknown or Not Stated","9",23
,"2022","2022","Delaware","10","Medicaid","1","Cesarean","2","At least one checked","0",27
,"2022","2022","Delaware","10","Medicaid","1","Cesarean","2","None checked","1",1365
,"2022","2022","Delaware","10","Private Insurance","2","Vaginal","1","At least one checked","0",64
,"2022","2022","Delaware","10","Private Insurance","2","Vaginal","1","None checked","1",3701
,"2022","2022","Delaware","10","Private Insurance","2","Cesarean","2","At least one checked","0",16
,"2022","2022","Delaware","10","Private Insurance","2","Cesarean","2","None checked","1",1909
,"2022","2022","Delaware","10","Self Pay","3","Vaginal","1","None checked","1",141
,"2022","2022","Delaware","10","Self Pay","3","Cesarean","2","None checked","1",22
,"2022","2022","Delaware","10","Other","4","Vaginal","1","None checked","1",229
,"2022","2022","Delaware","10","Other","4","Cesarean","2","None checked","1",98
,"2022","2022","Delaware","10","Unknown or Not Stated","9","Vaginal","1","None checked","1",58
,"2022","2022","District of Columbia","11","Medicaid","1","Vaginal","1","At least one checked","0",41
,"2022","2022","District of Columbia","11","Medicaid","1","Vaginal","1","None checked","1",2415
,"2022","2022","District of Columbia","11","Medicaid","1","Cesarean","2","At least one checked","0",27
,"2022","2022","District of Columbia","11","Medicaid","1","Cesarean","2","None checked","1",1137
,"2022","2022","District of Columbia","11","Private Insurance","2","Vaginal","1","At least one checked","0",80
,"2022","2022","District of Columbia","11","Private Insurance","2","Vaginal","1","None checked","1",2575
,"2022","2022","District of Columbia","11","Private Insurance","2","Cesarean","2","At least one checked","0",18
,"2022","2022","District of Columbia","11","Private Insurance","2","Cesarean","2","None checked","1",1394
,"2022","2022","District of Columbia","11","Self Pay","3","Vaginal","1","None checked","1",74
,"2022","2022","District of Columbia","11","Self Pay","3","Cesarean","2","None checked","1",23
,"2022","2022","District of Columbia","11","Other","4","Vaginal","1","None checked","1",181
,"2022","2022","District of Columbia","11","Other","4","Cesarean","2","None checked","1",71
,"2022","2022","District of Columbia","11","Unknown or Not Stated","9","Vaginal","1","None checked","1",12
,"2022","2022","District of Columbia","11","Unknown or Not Stated","9","Cesarean","2","None checked","1",12
,"2022","2022","Florida","12","Medicaid","1","Vaginal","1","At least one checked","0",360
,"2022","2022","Florida","12","Medicaid","1","Vaginal","1","None checked","1",63307
,"2022","2022","Florida","12","Medicaid","1","Vaginal","1","Unknown or Not Stated","9",87
,"2022","2022","Florida","12","Medicaid","1","Cesarean","2","At least one checked","0",350
,"2022","2022","Florida","12","Medicaid","1","Cesarean","2","None checked","1",33549
,"2022","2022","Florida","12","Medicaid","1","Cesarean","2","Unknown or Not Stated","9",71
,"2022","2022","Florida","12","Medicaid","1","Unknown or Not Stated","9","None checked","1",69
,"2022","2022","Florida","12","Private Insurance","2","Vaginal","1","At least one checked","0",680
,"2022","2022","Florida","12","Private Insurance","2","Vaginal","1","None checked","1",64950
,"2022","2022","Florida","12","Private Insurance","2","Vaginal","1","Unknown or Not Stated","9",197
,"2022","2022","Florida","12","Private Insurance","2","Cesarean","2","At least one checked","0",306
,"2022","2022","Florida","12","Private Insurance","2","Cesarean","2","None checked","1",39976
,"2022","2022","Florida","12","Private Insurance","2","Cesarean","2","Unknown or Not Stated","9",132
,"2022","2022","Florida","12","Private Insurance","2","Unknown or Not Stated","9","None checked","1",77
,"2022","2022","Florida","12","Self Pay","3","Vaginal","1","At least one checked","0",84
,"2022","2022","Florida","12","Self Pay","3","Vaginal","1","None checked","1",9065
,"2022","2022","Florida","12","Self Pay","3","Cesarean","2","At least one checked","0",27
,"2022","2022","Florida","12","Self Pay","3","Cesarean","2","None checked","1",3608
,"2022","2022","Florida","12","Self Pay","3","Unknown or Not Stated","9","None checked","1",17
,"2022","2022","Florida","12","Other","4","Vaginal","1","At least one checked","0",65
,"2022","2022","Florida","12","Other","4","Vaginal","1","None checked","1",4020
,"2022","2022","Florida","12","Other","4","Cesarean","2","At least one checked","0",27
,"2022","2022","Florida","12","Other","4","Cesarean","2","None checked","1",1969
,"2022","2022","Florida","12","Unknown or Not Stated","9","Vaginal","1","None checked","1",869
,"2022","2022","Florida","12","Unknown or Not Stated","9","Vaginal","1","Unknown or Not Stated","9",17
,"2022","2022","Florida","12","Unknown or Not Stated","9","Cesarean","2","None checked","1",486
,"2022","2022","Florida","12","Unknown or Not Stated","9","Cesarean","2","Unknown or Not Stated","9",14
,"2022","2022","Georgia","13","Medicaid","1","Vaginal","1","At least one checked","0",306
,"2022","2022","Georgia","13","Medicaid","1","Vaginal","1","None checked","1",37634
,"2022","2022","Georgia","13","Medicaid","1","Vaginal","1","Unknown or Not Stated","9",39
,"2022","2022","Georgia","13","Medicaid","1","Cesarean","2","At least one checked","0",318
,"2022","2022","Georgia","13","Medicaid","1","Cesarean","2","None checked","1",19571
,"2022","2022","Georgia","13","Medicaid","1","Cesarean","2","Unknown or Not Stated","9",17
,"2022","2022","Georgia","13","Medicaid","1","Unknown or Not Stated","9","None checked","1",17
,"2022","2022","Georgia","13","Medicaid","1","Unknown or Not Stated","9","Unknown or Not Stated","9",13
,"2022","2022","Georgia","13","Private Insurance","2","Vaginal","1","At least one checked","0",476
,"2022","2022","Georgia","13","Private Insurance","2","Vaginal","1","None checked","1",31836
,"2022","2022","Georgia","13","Private Insurance","2","Vaginal","1","Unknown or Not Stated","9",20
,"2022","2022","Georgia","13","Private Insurance","2","Cesarean","2","At least one checked","0",208
,"2022","2022","Georgia","13","Private Insurance","2","Cesarean","2","None checked","1",19474
,"2022","2022","Georgia","13","Private Insurance","2","Cesarean","2","Unknown or Not Stated","9",17
,"2022","2022","Georgia","13","Private Insurance","2","Unknown or Not Stated","9","None checked","1",21
,"2022","2022","Georgia","13","Self Pay","3","Vaginal","1","At least one checked","0",54
,"2022","2022","Georgia","13","Self Pay","3","Vaginal","1","None checked","1",5928
,"2022","2022","Georgia","13","Self Pay","3","Cesarean","2","At least one checked","0",16
,"2022","2022","Georgia","13","Self Pay","3","Cesarean","2","None checked","1",2262
,"2022","2022","Georgia","13","Other","4","Vaginal","1","At least one checked","0",71
,"2022","2022","Georgia","13","Other","4","Vaginal","1","None checked","1",5132
,"2022","2022","Georgia","13","Other","4","Cesarean","2","At least one checked","0",52
,"2022","2022","Georgia","13","Other","4","Cesarean","2","None checked","1",2437
,"2022","2022","Georgia","13","Unknown or Not Stated","9","Vaginal","1","None checked","1",135
,"2022","2022","Georgia","13","Unknown or Not Stated","9","Cesarean","2","None checked","1",33
,"2022","2022","Hawaii","15","Medicaid","1","Vaginal","1","At least one checked","0",26
,"2022","2022","Hawaii","15","Medicaid","1","Vaginal","1","None checked","1",3741
,"2022","2022","Hawaii","15","Medicaid","1","Cesarean","2","At least one checked","0",23
,"2022","2022","Hawaii","15","Medicaid","1","Cesarean","2","None checked","1",1391
,"2022","2022","Hawaii","15","Private Insurance","2","Vaginal","1","At least one checked","0",55
,"2022","2022","Hawaii","15","Private Insurance","2","Vaginal","1","None checked","1",4521
,"2022","2022","Hawaii","15","Private Insurance","2","Cesarean","2","None checked","1",1952
,"2022","2022","Hawaii","15","Self Pay","3","Vaginal","1","None checked","1",543
,"2022","2022","Hawaii","15","Self Pay","3","Cesarean","2","None checked","1",39
,"2022","2022","Hawaii","15","Other","4","Vaginal","1","At least one checked","0",53
,"2022","2022","Hawaii","15","Other","4","Vaginal","1","None checked","1",2265
,"2022","2022","Hawaii","15","Other","4","Cesarean","2","At least one checked","0",12
,"2022","2022","Hawaii","15","Other","4","Cesarean","2","None checked","1",863
,"2022","2022","Hawaii","15","Unknown or Not Stated","9","Vaginal","1","None checked","1",28
,"2022","2022","Idaho","16","Medicaid","1","Vaginal","1","At least one checked","0",62
,"2022","2022","Idaho","16","Medicaid","1","Vaginal","1","None checked","1",5277
,"2022","2022","Idaho","16","Medicaid","1","Cesarean","2","At least one checked","0",29
,"2022","2022","Idaho","16","Medicaid","1","Cesarean","2","None checked","1",1731
,"2022","2022","Idaho","16","Private Insurance","2","Vaginal","1","At least one checked","0",165
,"2022","2022","Idaho","16","Private Insurance","2","Vaginal","1","None checked","1",9036
,"2022","2022","Idaho","16","Private Insurance","2","Cesarean","2","At least one checked","0",61
,"2022","2022","Idaho","16","Private Insurance","2","Cesarean","2","None checked","1",3182
,"2022","2022","Idaho","16","Self Pay","3","Vaginal","1","At least one checked","0",27
,"2022","2022","Idaho","16","Self Pay","3","Vaginal","1","None checked","1",1547
,"2022","2022","Idaho","16","Self Pay","3","Cesarean","2","None checked","1",231
,"2022","2022","Idaho","16","Other","4","Vaginal","1","None checked","1",702
,"2022","2022","Idaho","16","Other","4","Cesarean","2","None checked","1",216
,"2022","2022","Idaho","16","Unknown or Not Stated","9","Vaginal","1","None checked","1",71
,"2022","2022","Idaho","16","Unknown or Not Stated","9","Cesarean","2","None checked","1",24
,"2022","2022","Illinois","17","Medicaid","1","Vaginal","1","At least one checked","0",458
,"2022","2022","Illinois","17","Medicaid","1","Vaginal","1","None checked","1",34542
,"2022","2022","Illinois","17","Medicaid","1","Vaginal","1","Unknown or Not Stated","9",24
,"2022","2022","Illinois","17","Medicaid","1","Cesarean","2","At least one checked","0",388
,"2022","2022","Illinois","17","Medicaid","1","Cesarean","2","None checked","1",14324
,"2022","2022","Illinois","17","Medicaid","1","Cesarean","2","Unknown or Not Stated","9",11
,"2022","2022","Illinois","17","Private Insurance","2","Vaginal","1","At least one checked","0",959
,"2022","2022","Illinois","17","Private Insurance","2","Vaginal","1","None checked","1",50269
,"2022","2022","Illinois","17","Private Insurance","2","Vaginal","1","Unknown or Not Stated","9",27
,"2022","2022","Illinois","17","Private Insurance","2","Cesarean","2","At least one checked","0",417
,"2022","2022","Illinois","17","Private Insurance","2","Cesarean","2","None checked","1",23902
,"2022","2022","Illinois","17","Self Pay","3","Vaginal","1","At least one checked","0",15
,"2022","2022","Illinois","17","Self Pay","3","Vaginal","1","None checked","1",1343
,"2022","2022","Illinois","17","Self Pay","3","Vaginal","1","Unknown or Not Stated","9",12
,"2022","2022","Illinois","17","Self Pay","3","Cesarean","2","None checked","1",253
,"2022","2022","Illinois","17","Other","4","Vaginal","1","At least one checked","0",16
,"2022","2022","Illinois","17","Other","4","Vaginal","1","None checked","1",769
,"2022","2022","Illinois","17","Other","4","Cesarean","2","At least one checked","0",10
,"2022","2022","Illinois","17","Other","4","Cesarean","2","None checked","1",356
,"2022","2022","Illinois","17","Unknown or Not Stated","9","Vaginal","1","None checked","1",156
,"2022","2022","Illinois","17","Unknown or Not Stated","9","Cesarean","2","None checked","1",49
,"2022","2022","Indiana","18","Medicaid","1","Vaginal","1","At least one checked","0",265
,"2022","2022","Indiana","18","Medicaid","1","Vaginal","1","None checked","1",22501
,"2022","2022","Indiana","18","Medicaid","1","Vaginal","1","Unknown or Not Stated","9",14
,"2022","2022","Indiana","18","Medicaid","1","Cesarean","2","At least one checked","0",174
,"2022","2022","Indiana","18","Medicaid","1","Cesarean","2","None checked","1",9793
,"2022","2022","Indiana","18","Medicaid","1","Cesarean","2","Unknown or Not Stated","9",11
,"2022","2022","Indiana","18","Private Insurance","2","Vaginal","1","At least one checked","0",464
,"2022","2022","Indiana","18","Private Insurance","2","Vaginal","1","None checked","1",26849
,"2022","2022","Indiana","18","Private Insurance","2","Cesarean","2","At least one checked","0",140
,"2022","2022","Indiana","18","Private Insurance","2","Cesarean","2","None checked","1",12847
,"2022","2022","Indiana","18","Self Pay","3","Vaginal","1","At least one checked","0",40
,"2022","2022","Indiana","18","Self Pay","3","Vaginal","1","None checked","1",3223
,"2022","2022","Indiana","18","Self Pay","3","Cesarean","2","None checked","1",382
,"2022","2022","Indiana","18","Other","4","Vaginal","1","At least one checked","0",22
,"2022","2022","Indiana","18","Other","4","Vaginal","1","None checked","1",1784
,"2022","2022","Indiana","18","Other","4","Cesarean","2","At least one checked","0",17
,"2022","2022","Indiana","18","Other","4","Cesarean","2","None checked","1",838
,"2022","2022","Indiana","18","Unknown or Not Stated","9","Vaginal","1","None checked","1",185
,"2022","2022","Indiana","18","Unknown or Not Stated","9","Cesarean","2","None checked","1",60
,"2022","2022","Iowa","19","Medicaid","1","Vaginal","1","At least one checked","0",153
,"2022","2022","Iowa","19","Medicaid","1","Vaginal","1","None checked","1",9748
,"2022","2022","Iowa","19","Medicaid","1","Cesarean","2","At least one checked","0",121
,"2022","2022","Iowa","19","Medicaid","1","Cesarean","2","None checked","1",4118
,"2022","2022","Iowa","19","Private Insurance","2","Vaginal","1","At least one checked","0",347
,"2022","2022","Iowa","19","Private Insurance","2","Vaginal","1","None checked","1",13823
,"2022","2022","Iowa","19","Private Insurance","2","Cesarean","2","At least one checked","0",114
,"2022","2022","Iowa","19","Private Insurance","2","Cesarean","2","None checked","1",6053
,"2022","2022","Iowa","19","Self Pay","3","Vaginal","1","At least one checked","0",14
,"2022","2022","Iowa","19","Self Pay","3","Vaginal","1","None checked","1",1253
,"2022","2022","Iowa","19","Self Pay","3","Cesarean","2","None checked","1",233
,"2022","2022","Iowa","19","Other","4","Vaginal","1","None checked","1",355
,"2022","2022","Iowa","19","Other","4","Cesarean","2","None checked","1",133
,"2022","2022","Iowa","19","Unknown or Not Stated","9","Vaginal","1","None checked","1",12
,"2022","2022","Kansas","20","Medicaid","1","Vaginal","1","At least one checked","0",52
,"2022","2022","Kansas","20","Medicaid","1","Vaginal","1","None checked","1",7451
,"2022","2022","Kansas","20","Medicaid","1","Cesarean","2","At least one checked","0",58
,"2022","2022","Kansas","20","Medicaid","1","Cesarean","2","None checked","1",3225
,"2022","2022","Kansas","20","Private Insurance","2","Vaginal","1","At least one checked","0",185
,"2022","2022","Kansas","20","Private Insurance","2","Vaginal","1","None checked","1",12799
,"2022","2022","Kansas","20","Private Insurance","2","Cesarean","2","At least one checked","0",48
,"2022","2022","Kansas","20","Private Insurance","2","Cesarean","2","None checked","1",5882
,"2022","2022","Kansas","20","Self Pay","3","Vaginal","1","At least one checked","0",23
,"2022","2022","Kansas","20","Self Pay","3","Vaginal","1","None checked","1",1907
,"2022","2022","Kansas","20","Self Pay","3","Cesarean","2","None checked","1",486
,"2022","2022","Kansas","20","Other","4","Vaginal","1","At least one checked","0",22
,"2022","2022","Kansas","20","Other","4","Vaginal","1","None checked","1",1354
,"2022","2022","Kansas","20","Other","4","Cesarean","2","At least one checked","0",10
,"2022","2022","Kansas","20","Other","4","Cesarean","2","None checked","1",559
,"2022","2022","Kansas","20","Unknown or Not Stated","9","Vaginal","1","None checked","1",244
,"2022","2022","Kansas","20","Unknown or Not Stated","9","Cesarean","2","None checked","1",79
,"2022","2022","Kentucky","21","Medicaid","1","Vaginal","1","At least one checked","0",168
,"2022","2022","Kentucky","21","Medicaid","1","Vaginal","1","None checked","1",15082
,"2022","2022","Kentucky","21","Medicaid","1","Vaginal","1","Unknown or Not Stated","9",35
,"2022","2022","Kentucky","21","Medicaid","1","Cesarean","2","At least one checked","0",123
,"2022","2022","Kentucky","21","Medicaid","1","Cesarean","2","None checked","1",8223
,"2022","2022","Kentucky","21","Medicaid","1","Cesarean","2","Unknown or Not Stated","9",19
,"2022","2022","Kentucky","21","Medicaid","1","Unknown or Not Stated","9","None checked","1",14
,"2022","2022","Kentucky","21","Private Insurance","2","Vaginal","1","At least one checked","0",299
,"2022","2022","Kentucky","21","Private Insurance","2","Vaginal","1","None checked","1",13898
,"2022","2022","Kentucky","21","Private Insurance","2","Vaginal","1","Unknown or Not Stated","9",26
,"2022","2022","Kentucky","21","Private Insurance","2","Cesarean","2","At least one checked","0",83
,"2022","2022","Kentucky","21","Private Insurance","2","Cesarean","2","None checked","1",7751
,"2022","2022","Kentucky","21","Private Insurance","2","Cesarean","2","Unknown or Not Stated","9",12
,"2022","2022","Kentucky","21","Private Insurance","2","Unknown or Not Stated","9","None checked","1",12
