"Notes","Year","Year Code","State of Residence","State of Residence Code","Source of Payment for Delivery","Source of Payment for Delivery Code","Delivery Method","Delivery Method Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2020","2020","Mississippi","28","Medicaid","1","Cesarean","2","None checked","1",8074
,"2020","2020","Mississippi","28","Private Insurance","2","Vaginal","1","At least one checked","0",102
,"2020","2020","Mississippi","28","Private Insurance","2","Vaginal","1","None checked","1",7347
,"2020","2020","Mississippi","28","Private Insurance","2","Cesarean","2","At least one checked","0",35
,"2020","2020","Mississippi","28","Private Insurance","2","Cesarean","2","None checked","1",4836
,"2020","2020","Mississippi","28","Self Pay","3","Vaginal","1","None checked","1",1003
,"2020","2020","Mississippi","28","Self Pay","3","Cesarean","2","None checked","1",334
,"2020","2020","Mississippi","28","Other","4","Vaginal","1","None checked","1",296
,"2020","2020","Mississippi","28","Other","4","Cesarean","2","None checked","1",156
,"2020","2020","Mississippi","28","Unknown or Not Stated","9","Vaginal","1","None checked","1",27
,"2020","2020","Missouri","29","Medicaid","1","Vaginal","1","At least one checked","0",186
,"2020","2020","Missouri","29","Medicaid","1","Vaginal","1","None checked","1",18938
,"2020","2020","Missouri","29","Medicaid","1","Cesarean","2","At least one checked","0",113
,"2020","2020","Missouri","29","Medicaid","1","Cesarean","2","None checked","1",7755
,"2020","2020","Missouri","29","Medicaid","1","Unknown or Not Stated","9","None checked","1",18
,"2020","2020","Missouri","29","Private Insurance","2","Vaginal","1","At least one checked","0",428
,"2020","2020","Missouri","29","Private Insurance","2","Vaginal","1","None checked","1",25158
,"2020","2020","Missouri","29","Private Insurance","2","Cesarean","2","At least one checked","0",111
,"2020","2020","Missouri","29","Private Insurance","2","Cesarean","2","None checked","1",11219
,"2020","2020","Missouri","29","Private Insurance","2","Unknown or Not Stated","9","None checked","1",21
,"2020","2020","Missouri","29","Self Pay","3","Vaginal","1","At least one checked","0",24
,"2020","2020","Missouri","29","Self Pay","3","Vaginal","1","None checked","1",2340
,"2020","2020","Missouri","29","Self Pay","3","Cesarean","2","At least one checked","0",12
,"2020","2020","Missouri","29","Self Pay","3","Cesarean","2","None checked","1",346
,"2020","2020","Missouri","29","Other","4","Vaginal","1","At least one checked","0",14
,"2020","2020","Missouri","29","Other","4","Vaginal","1","None checked","1",993
,"2020","2020","Missouri","29","Other","4","Cesarean","2","None checked","1",273
,"2020","2020","Missouri","29","Unknown or Not Stated","9","Vaginal","1","None checked","1",884
,"2020","2020","Missouri","29","Unknown or Not Stated","9","Cesarean","2","None checked","1",414
,"2020","2020","Montana","30","Medicaid","1","Vaginal","1","At least one checked","0",51
,"2020","2020","Montana","30","Medicaid","1","Vaginal","1","None checked","1",2953
,"2020","2020","Montana","30","Medicaid","1","Cesarean","2","At least one checked","0",23
,"2020","2020","Montana","30","Medicaid","1","Cesarean","2","None checked","1",1113
,"2020","2020","Montana","30","Private Insurance","2","Vaginal","1","At least one checked","0",90
,"2020","2020","Montana","30","Private Insurance","2","Vaginal","1","None checked","1",3721
,"2020","2020","Montana","30","Private Insurance","2","Cesarean","2","At least one checked","0",20
,"2020","2020","Montana","30","Private Insurance","2","Cesarean","2","None checked","1",1537
,"2020","2020","Montana","30","Self Pay","3","Vaginal","1","At least one checked","0",10
,"2020","2020","Montana","30","Self Pay","3","Vaginal","1","None checked","1",613
,"2020","2020","Montana","30","Self Pay","3","Cesarean","2","None checked","1",110
,"2020","2020","Montana","30","Other","4","Vaginal","1","None checked","1",365
,"2020","2020","Montana","30","Other","4","Cesarean","2","None checked","1",161
,"2020","2020","Nebraska","31","Medicaid","1","Vaginal","1","At least one checked","0",99
,"2020","2020","Nebraska","31","Medicaid","1","Vaginal","1","None checked","1",5949
,"2020","2020","Nebraska","31","Medicaid","1","Cesarean","2","At least one checked","0",65
,"2020","2020","Nebraska","31","Medicaid","1","Cesarean","2","None checked","1",2344
,"2020","2020","Nebraska","31","Private Insurance","2","Vaginal","1","At least one checked","0",246
,"2020","2020","Nebraska","31","Private Insurance","2","Vaginal","1","None checked","1",9677
,"2020","2020","Nebraska","31","Private Insurance","2","Cesarean","2","At least one checked","0",59
,"2020","2020","Nebraska","31","Private Insurance","2","Cesarean","2","None checked","1",4153
,"2020","2020","Nebraska","31","Self Pay","3","Vaginal","1","None checked","1",573
,"2020","2020","Nebraska","31","Self Pay","3","Cesarean","2","None checked","1",140
,"2020","2020","Nebraska","31","Other","4","Vaginal","1","At least one checked","0",13
,"2020","2020","Nebraska","31","Other","4","Vaginal","1","None checked","1",550
,"2020","2020","Nebraska","31","Other","4","Cesarean","2","None checked","1",184
,"2020","2020","Nebraska","31","Unknown or Not Stated","9","Vaginal","1","None checked","1",155
,"2020","2020","Nebraska","31","Unknown or Not Stated","9","Cesarean","2","None checked","1",51
,"2020","2020","Nevada","32","Medicaid","1","Vaginal","1","At least one checked","0",80
,"2020","2020","Nevada","32","Medicaid","1","Vaginal","1","None checked","1",10076
,"2020","2020","Nevada","32","Medicaid","1","Cesarean","2","At least one checked","0",73
,"2020","2020","Nevada","32","Medicaid","1","Cesarean","2","None checked","1",4721
,"2020","2020","Nevada","32","Private Insurance","2","Vaginal","1","At least one checked","0",179
,"2020","2020","Nevada","32","Private Insurance","2","Vaginal","1","None checked","1",10195
,"2020","2020","Nevada","32","Private Insurance","2","Cesarean","2","At least one checked","0",59
,"2020","2020","Nevada","32","Private Insurance","2","Cesarean","2","None checked","1",5456
,"2020","2020","Nevada","32","Self Pay","3","Vaginal","1","None checked","1",1010
,"2020","2020","Nevada","32","Self Pay","3","Cesarean","2","None checked","1",224
,"2020","2020","Nevada","32","Other","4","Vaginal","1","At least one checked","0",10
,"2020","2020","Nevada","32","Other","4","Vaginal","1","None checked","1",985
,"2020","2020","Nevada","32","Other","4","Cesarean","2","None checked","1",498
,"2020","2020","Nevada","32","Unknown or Not Stated","9","Vaginal","1","None checked","1",42
,"2020","2020","Nevada","32","Unknown or Not Stated","9","Cesarean","2","None checked","1",23
,"2020","2020","New Hampshire","33","Medicaid","1","Vaginal","1","At least one checked","0",34
,"2020","2020","New Hampshire","33","Medicaid","1","Vaginal","1","None checked","1",1920
,"2020","2020","New Hampshire","33","Medicaid","1","Cesarean","2","At least one checked","0",19
,"2020","2020","New Hampshire","33","Medicaid","1","Cesarean","2","None checked","1",869
,"2020","2020","New Hampshire","33","Private Insurance","2","Vaginal","1","At least one checked","0",165
,"2020","2020","New Hampshire","33","Private Insurance","2","Vaginal","1","None checked","1",5271
,"2020","2020","New Hampshire","33","Private Insurance","2","Vaginal","1","Unknown or Not Stated","9",17
,"2020","2020","New Hampshire","33","Private Insurance","2","Cesarean","2","At least one checked","0",38
,"2020","2020","New Hampshire","33","Private Insurance","2","Cesarean","2","None checked","1",2650
,"2020","2020","New Hampshire","33","Self Pay","3","Vaginal","1","None checked","1",235
,"2020","2020","New Hampshire","33","Self Pay","3","Cesarean","2","None checked","1",54
,"2020","2020","New Hampshire","33","Other","4","Vaginal","1","None checked","1",289
,"2020","2020","New Hampshire","33","Other","4","Cesarean","2","None checked","1",133
,"2020","2020","New Hampshire","33","Unknown or Not Stated","9","Vaginal","1","None checked","1",49
,"2020","2020","New Hampshire","33","Unknown or Not Stated","9","Cesarean","2","None checked","1",13
,"2020","2020","New Jersey","34","Medicaid","1","Vaginal","1","At least one checked","0",200
,"2020","2020","New Jersey","34","Medicaid","1","Vaginal","1","None checked","1",18482
,"2020","2020","New Jersey","34","Medicaid","1","Cesarean","2","At least one checked","0",180
,"2020","2020","New Jersey","34","Medicaid","1","Cesarean","2","None checked","1",8831
,"2020","2020","New Jersey","34","Medicaid","1","Unknown or Not Stated","9","None checked","1",17
,"2020","2020","New Jersey","34","Private Insurance","2","Vaginal","1","At least one checked","0",690
,"2020","2020","New Jersey","34","Private Insurance","2","Vaginal","1","None checked","1",39971
,"2020","2020","New Jersey","34","Private Insurance","2","Cesarean","2","At least one checked","0",287
,"2020","2020","New Jersey","34","Private Insurance","2","Cesarean","2","None checked","1",20633
,"2020","2020","New Jersey","34","Private Insurance","2","Unknown or Not Stated","9","None checked","1",21
,"2020","2020","New Jersey","34","Self Pay","3","Vaginal","1","At least one checked","0",59
,"2020","2020","New Jersey","34","Self Pay","3","Vaginal","1","None checked","1",5491
,"2020","2020","New Jersey","34","Self Pay","3","Cesarean","2","At least one checked","0",53
,"2020","2020","New Jersey","34","Self Pay","3","Cesarean","2","None checked","1",2311
,"2020","2020","New Jersey","34","Other","4","Vaginal","1","None checked","1",431
,"2020","2020","New Jersey","34","Other","4","Cesarean","2","None checked","1",234
,"2020","2020","New Jersey","34","Unknown or Not Stated","9","Vaginal","1","None checked","1",26
,"2020","2020","New Jersey","34","Unknown or Not Stated","9","Cesarean","2","None checked","1",12
,"2020","2020","New Mexico","35","Medicaid","1","Vaginal","1","At least one checked","0",89
,"2020","2020","New Mexico","35","Medicaid","1","Vaginal","1","None checked","1",8801
,"2020","2020","New Mexico","35","Medicaid","1","Cesarean","2","At least one checked","0",19
,"2020","2020","New Mexico","35","Medicaid","1","Cesarean","2","None checked","1",2998
,"2020","2020","New Mexico","35","Private Insurance","2","Vaginal","1","At least one checked","0",83
,"2020","2020","New Mexico","35","Private Insurance","2","Vaginal","1","None checked","1",4648
,"2020","2020","New Mexico","35","Private Insurance","2","Cesarean","2","At least one checked","0",16
,"2020","2020","New Mexico","35","Private Insurance","2","Cesarean","2","None checked","1",1833
,"2020","2020","New Mexico","35","Self Pay","3","Vaginal","1","At least one checked","0",15
,"2020","2020","New Mexico","35","Self Pay","3","Vaginal","1","None checked","1",1193
,"2020","2020","New Mexico","35","Self Pay","3","Cesarean","2","None checked","1",329
,"2020","2020","New Mexico","35","Other","4","Vaginal","1","At least one checked","0",22
,"2020","2020","New Mexico","35","Other","4","Vaginal","1","None checked","1",1312
,"2020","2020","New Mexico","35","Other","4","Cesarean","2","None checked","1",487
,"2020","2020","New Mexico","35","Unknown or Not Stated","9","Vaginal","1","None checked","1",30
,"2020","2020","New Mexico","35","Unknown or Not Stated","9","Cesarean","2","None checked","1",23
,"2020","2020","New York","36","Medicaid","1","Vaginal","1","At least one checked","0",868
,"2020","2020","New York","36","Medicaid","1","Vaginal","1","None checked","1",64882
,"2020","2020","New York","36","Medicaid","1","Vaginal","1","Unknown or Not Stated","9",75
,"2020","2020","New York","36","Medicaid","1","Cesarean","2","At least one checked","0",656
,"2020","2020","New York","36","Medicaid","1","Cesarean","2","None checked","1",29596
,"2020","2020","New York","36","Medicaid","1","Cesarean","2","Unknown or Not Stated","9",24
,"2020","2020","New York","36","Private Insurance","2","Vaginal","1","At least one checked","0",1565
,"2020","2020","New York","36","Private Insurance","2","Vaginal","1","None checked","1",64759
,"2020","2020","New York","36","Private Insurance","2","Vaginal","1","Unknown or Not Stated","9",84
,"2020","2020","New York","36","Private Insurance","2","Cesarean","2","At least one checked","0",730
,"2020","2020","New York","36","Private Insurance","2","Cesarean","2","None checked","1",36555
,"2020","2020","New York","36","Private Insurance","2","Cesarean","2","Unknown or Not Stated","9",49
,"2020","2020","New York","36","Private Insurance","2","Unknown or Not Stated","9","None checked","1",10
,"2020","2020","New York","36","Self Pay","3","Vaginal","1","At least one checked","0",17
,"2020","2020","New York","36","Self Pay","3","Vaginal","1","None checked","1",1765
,"2020","2020","New York","36","Self Pay","3","Cesarean","2","At least one checked","0",15
,"2020","2020","New York","36","Self Pay","3","Cesarean","2","None checked","1",363
,"2020","2020","New York","36","Self Pay","3","Unknown or Not Stated","9","None checked","1",42
,"2020","2020","New York","36","Other","4","Vaginal","1","At least one checked","0",57
,"2020","2020","New York","36","Other","4","Vaginal","1","None checked","1",3945
,"2020","2020","New York","36","Other","4","Cesarean","2","At least one checked","0",44
,"2020","2020","New York","36","Other","4","Cesarean","2","None checked","1",2019
,"2020","2020","New York","36","Unknown or Not Stated","9","Vaginal","1","None checked","1",612
,"2020","2020","New York","36","Unknown or Not Stated","9","Cesarean","2","None checked","1",247
,"2020","2020","New York","36","Unknown or Not Stated","9","Unknown or Not Stated","9","None checked","1",34
,"2020","2020","New York","36","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",286
,"2020","2020","North Carolina","37","Medicaid","1","Vaginal","1","At least one checked","0",352
,"2020","2020","North Carolina","37","Medicaid","1","Vaginal","1","None checked","1",33045
,"2020","2020","North Carolina","37","Medicaid","1","Cesarean","2","At least one checked","0",237
,"2020","2020","North Carolina","37","Medicaid","1","Cesarean","2","None checked","1",13979
,"2020","2020","North Carolina","37","Medicaid","1","Unknown or Not Stated","9","None checked","1",17
,"2020","2020","North Carolina","37","Private Insurance","2","Vaginal","1","At least one checked","0",688
,"2020","2020","North Carolina","37","Private Insurance","2","Vaginal","1","None checked","1",36913
,"2020","2020","North Carolina","37","Private Insurance","2","Cesarean","2","At least one checked","0",176
,"2020","2020","North Carolina","37","Private Insurance","2","Cesarean","2","None checked","1",17059
,"2020","2020","North Carolina","37","Private Insurance","2","Unknown or Not Stated","9","None checked","1",15
,"2020","2020","North Carolina","37","Self Pay","3","Vaginal","1","At least one checked","0",84
,"2020","2020","North Carolina","37","Self Pay","3","Vaginal","1","None checked","1",6686
,"2020","2020","North Carolina","37","Self Pay","3","Cesarean","2","At least one checked","0",24
,"2020","2020","North Carolina","37","Self Pay","3","Cesarean","2","None checked","1",2060
,"2020","2020","North Carolina","37","Other","4","Vaginal","1","At least one checked","0",99
,"2020","2020","North Carolina","37","Other","4","Vaginal","1","None checked","1",3741
,"2020","2020","North Carolina","37","Other","4","Cesarean","2","At least one checked","0",30
,"2020","2020","North Carolina","37","Other","4","Cesarean","2","None checked","1",1363
,"2020","2020","North Carolina","37","Unknown or Not Stated","9","Vaginal","1","None checked","1",134
,"2020","2020","North Dakota","38","Medicaid","1","Vaginal","1","At least one checked","0",22
,"2020","2020","North Dakota","38","Medicaid","1","Vaginal","1","None checked","1",1716
,"2020","2020","North Dakota","38","Medicaid","1","Cesarean","2","At least one checked","0",30
,"2020","2020","North Dakota","38","Medicaid","1","Cesarean","2","None checked","1",672
,"2020","2020","North Dakota","38","Private Insurance","2","Vaginal","1","At least one checked","0",103
,"2020","2020","North Dakota","38","Private Insurance","2","Vaginal","1","None checked","1",3914
,"2020","2020","North Dakota","38","Private Insurance","2","Cesarean","2","At least one checked","0",43
,"2020","2020","North Dakota","38","Private Insurance","2","Cesarean","2","None checked","1",1478
,"2020","2020","North Dakota","38","Self Pay","3","Vaginal","1","None checked","1",275
,"2020","2020","North Dakota","38","Self Pay","3","Cesarean","2","None checked","1",61
,"2020","2020","North Dakota","38","Other","4","Vaginal","1","At least one checked","0",31
,"2020","2020","North Dakota","38","Other","4","Vaginal","1","None checked","1",1164
,"2020","2020","North Dakota","38","Other","4","Cesarean","2","At least one checked","0",13
,"2020","2020","North Dakota","38","Other","4","Cesarean","2","None checked","1",374
,"2020","2020","North Dakota","38","Unknown or Not Stated","9","Vaginal","1","None checked","1",112
,"2020","2020","North Dakota","38","Unknown or Not Stated","9","Cesarean","2","None checked","1",35
,"2020","2020","Ohio","39","Medicaid","1","Vaginal","1","At least one checked","0",493
,"2020","2020","Ohio","39","Medicaid","1","Vaginal","1","None checked","1",35902
,"2020","2020","Ohio","39","Medicaid","1","Cesarean","2","At least one checked","0",355
,"2020","2020","Ohio","39","Medicaid","1","Cesarean","2","None checked","1",16430
,"2020","2020","Ohio","39","Medicaid","1","Unknown or Not Stated","9","None checked","1",17
,"2020","2020","Ohio","39","Private Insurance","2","Vaginal","1","At least one checked","0",1114
,"2020","2020","Ohio","39","Private Insurance","2","Vaginal","1","None checked","1",43111
,"2020","2020","Ohio","39","Private Insurance","2","Cesarean","2","At least one checked","0",349
,"2020","2020","Ohio","39","Private Insurance","2","Cesarean","2","None checked","1",21140
,"2020","2020","Ohio","39","Private Insurance","2","Unknown or Not Stated","9","None checked","1",17
,"2020","2020","Ohio","39","Self Pay","3","Vaginal","1","At least one checked","0",72
,"2020","2020","Ohio","39","Self Pay","3","Vaginal","1","None checked","1",5229
,"2020","2020","Ohio","39","Self Pay","3","Cesarean","2","At least one checked","0",23
,"2020","2020","Ohio","39","Self Pay","3","Cesarean","2","None checked","1",1050
,"2020","2020","Ohio","39","Other","4","Vaginal","1","At least one checked","0",45
,"2020","2020","Ohio","39","Other","4","Vaginal","1","None checked","1",2342
,"2020","2020","Ohio","39","Other","4","Cesarean","2","At least one checked","0",16
,"2020","2020","Ohio","39","Other","4","Cesarean","2","None checked","1",950
,"2020","2020","Ohio","39","Unknown or Not Stated","9","Vaginal","1","None checked","1",341
,"2020","2020","Ohio","39","Unknown or Not Stated","9","Cesarean","2","None checked","1",119
,"2020","2020","Ohio","39","Unknown or Not Stated","9","Unknown or Not Stated","9","None checked","1",20
,"2020","2020","Oklahoma","40","Medicaid","1","Vaginal","1","At least one checked","0",230
,"2020","2020","Oklahoma","40","Medicaid","1","Vaginal","1","None checked","1",16149
,"2020","2020","Oklahoma","40","Medicaid","1","Cesarean","2","At least one checked","0",161
,"2020","2020","Oklahoma","40","Medicaid","1","Cesarean","2","None checked","1",7653
,"2020","2020","Oklahoma","40","Private Insurance","2","Vaginal","1","At least one checked","0",225
,"2020","2020","Oklahoma","40","Private Insurance","2","Vaginal","1","None checked","1",13066
,"2020","2020","Oklahoma","40","Private Insurance","2","Cesarean","2","At least one checked","0",74
,"2020","2020","Oklahoma","40","Private Insurance","2","Cesarean","2","None checked","1",6634
,"2020","2020","Oklahoma","40","Self Pay","3","Vaginal","1","At least one checked","0",13
,"2020","2020","Oklahoma","40","Self Pay","3","Vaginal","1","None checked","1",1057
,"2020","2020","Oklahoma","40","Self Pay","3","Cesarean","2","None checked","1",198
,"2020","2020","Oklahoma","40","Other","4","Vaginal","1","At least one checked","0",28
,"2020","2020","Oklahoma","40","Other","4","Vaginal","1","None checked","1",1312
,"2020","2020","Oklahoma","40","Other","4","Cesarean","2","At least one checked","0",14
,"2020","2020","Oklahoma","40","Other","4","Cesarean","2","None checked","1",475
,"2020","2020","Oklahoma","40","Unknown or Not Stated","9","Vaginal","1","None checked","1",244
,"2020","2020","Oklahoma","40","Unknown or Not Stated","9","Cesarean","2","None checked","1",70
,"2020","2020","Oregon","41","Medicaid","1","Vaginal","1","At least one checked","0",171
,"2020","2020","Oregon","41","Medicaid","1","Vaginal","1","None checked","1",11979
,"2020","2020","Oregon","41","Medicaid","1","Vaginal","1","Unknown or Not Stated","9",54
,"2020","2020","Oregon","41","Medicaid","1","Cesarean","2","At least one checked","0",72
,"2020","2020","Oregon","41","Medicaid","1","Cesarean","2","None checked","1",4692
,"2020","2020","Oregon","41","Medicaid","1","Cesarean","2","Unknown or Not Stated","9",23
,"2020","2020","Oregon","41","Private Insurance","2","Vaginal","1","At least one checked","0",384
,"2020","2020","Oregon","41","Private Insurance","2","Vaginal","1","None checked","1",14524
,"2020","2020","Oregon","41","Private Insurance","2","Vaginal","1","Unknown or Not Stated","9",40
,"2020","2020","Oregon","41","Private Insurance","2","Cesarean","2","At least one checked","0",88
,"2020","2020","Oregon","41","Private Insurance","2","Cesarean","2","None checked","1",6330
,"2020","2020","Oregon","41","Private Insurance","2","Cesarean","2","Unknown or Not Stated","9",20
,"2020","2020","Oregon","41","Self Pay","3","Vaginal","1","None checked","1",742
,"2020","2020","Oregon","41","Self Pay","3","Cesarean","2","None checked","1",75
,"2020","2020","Oregon","41","Other","4","Vaginal","1","None checked","1",363
,"2020","2020","Oregon","41","Other","4","Cesarean","2","None checked","1",138
,"2020","2020","Oregon","41","Unknown or Not Stated","9","Vaginal","1","None checked","1",69
,"2020","2020","Oregon","41","Unknown or Not Stated","9","Cesarean","2","None checked","1",29
,"2020","2020","Pennsylvania","42","Medicaid","1","Vaginal","1","At least one checked","0",420
,"2020","2020","Pennsylvania","42","Medicaid","1","Vaginal","1","None checked","1",29900
,"2020","2020","Pennsylvania","42","Medicaid","1","Cesarean","2","At least one checked","0",171
,"2020","2020","Pennsylvania","42","Medicaid","1","Cesarean","2","None checked","1",13472
,"2020","2020","Pennsylvania","42","Private Insurance","2","Vaginal","1","At least one checked","0",1163
,"2020","2020","Pennsylvania","42","Private Insurance","2","Vaginal","1","None checked","1",48858
,"2020","2020","Pennsylvania","42","Private Insurance","2","Cesarean","2","At least one checked","0",266
,"2020","2020","Pennsylvania","42","Private Insurance","2","Cesarean","2","None checked","1",23043
,"2020","2020","Pennsylvania","42","Self Pay","3","Vaginal","1","At least one checked","0",75
,"2020","2020","Pennsylvania","42","Self Pay","3","Vaginal","1","None checked","1",5405
,"2020","2020","Pennsylvania","42","Self Pay","3","Cesarean","2","At least one checked","0",16
,"2020","2020","Pennsylvania","42","Self Pay","3","Cesarean","2","None checked","1",625
,"2020","2020","Pennsylvania","42","Other","4","Vaginal","1","At least one checked","0",20
,"2020","2020","Pennsylvania","42","Other","4","Vaginal","1","None checked","1",1692
,"2020","2020","Pennsylvania","42","Other","4","Cesarean","2","At least one checked","0",13
,"2020","2020","Pennsylvania","42","Other","4","Cesarean","2","None checked","1",802
,"2020","2020","Pennsylvania","42","Unknown or Not Stated","9","Vaginal","1","At least one checked","0",91
,"2020","2020","Pennsylvania","42","Unknown or Not Stated","9","Vaginal","1","None checked","1",3111
,"2020","2020","Pennsylvania","42","Unknown or Not Stated","9","Cesarean","2","At least one checked","0",13
,"2020","2020","Pennsylvania","42","Unknown or Not Stated","9","Cesarean","2","None checked","1",1501
,"2020","2020","Pennsylvania","42","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",33
,"2020","2020","Rhode Island","44","Medicaid","1","Vaginal","1","At least one checked","0",54
,"2020","2020","Rhode Island","44","Medicaid","1","Vaginal","1","None checked","1",3267
,"2020","2020","Rhode Island","44","Medicaid","1","Cesarean","2","At least one checked","0",34
,"2020","2020","Rhode Island","44","Medicaid","1","Cesarean","2","None checked","1",1522
,"2020","2020","Rhode Island","44","Private Insurance","2","Vaginal","1","At least one checked","0",64
,"2020","2020","Rhode Island","44","Private Insurance","2","Vaginal","1","None checked","1",3161
,"2020","2020","Rhode Island","44","Private Insurance","2","Cesarean","2","At least one checked","0",30
,"2020","2020","Rhode Island","44","Private Insurance","2","Cesarean","2","None checked","1",1715
,"2020","2020","Rhode Island","44","Self Pay","3","Vaginal","1","None checked","1",38
,"2020","2020","Rhode Island","44","Other","4","Vaginal","1","None checked","1",130
,"2020","2020","Rhode Island","44","Other","4","Cesarean","2","None checked","1",57
,"2020","2020","South Carolina","45","Medicaid","1","Vaginal","1","At least one checked","0",157
,"2020","2020","South Carolina","45","Medicaid","1","Vaginal","1","None checked","1",17765
,"2020","2020","South Carolina","45","Medicaid","1","Cesarean","2","At least one checked","0",108
,"2020","2020","South Carolina","45","Medicaid","1","Cesarean","2","None checked","1",8809
,"2020","2020","South Carolina","45","Private Insurance","2","Vaginal","1","At least one checked","0",257
,"2020","2020","South Carolina","45","Private Insurance","2","Vaginal","1","None checked","1",15385
,"2020","2020","South Carolina","45","Private Insurance","2","Cesarean","2","At least one checked","0",62
,"2020","2020","South Carolina","45","Private Insurance","2","Cesarean","2","None checked","1",8354
,"2020","2020","South Carolina","45","Self Pay","3","Vaginal","1","At least one checked","0",14
,"2020","2020","South Carolina","45","Self Pay","3","Vaginal","1","None checked","1",1510
,"2020","2020","South Carolina","45","Self Pay","3","Cesarean","2","None checked","1",396
,"2020","2020","South Carolina","45","Other","4","Vaginal","1","At least one checked","0",28
,"2020","2020","South Carolina","45","Other","4","Vaginal","1","None checked","1",1785
,"2020","2020","South Carolina","45","Other","4","Cesarean","2","None checked","1",828
,"2020","2020","South Carolina","45","Unknown or Not Stated","9","Vaginal","1","None checked","1",153
,"2020","2020","South Carolina","45","Unknown or Not Stated","9","Cesarean","2","None checked","1",62
,"2020","2020","South Dakota","46","Medicaid","1","Vaginal","1","At least one checked","0",24
,"2020","2020","South Dakota","46","Medicaid","1","Vaginal","1","None checked","1",2316
,"2020","2020","South Dakota","46","Medicaid","1","Cesarean","2","At least one checked","0",12
,"2020","2020","South Dakota","46","Medicaid","1","Cesarean","2","None checked","1",825
,"2020","2020","South Dakota","46","Private Insurance","2","Vaginal","1","At least one checked","0",75
,"2020","2020","South Dakota","46","Private Insurance","2","Vaginal","1","None checked","1",5010
,"2020","2020","South Dakota","46","Private Insurance","2","Cesarean","2","At least one checked","0",10
,"2020","2020","South Dakota","46","Private Insurance","2","Cesarean","2","None checked","1",1643
,"2020","2020","South Dakota","46","Self Pay","3","Vaginal","1","None checked","1",232
,"2020","2020","South Dakota","46","Self Pay","3","Cesarean","2","None checked","1",48
,"2020","2020","South Dakota","46","Other","4","Vaginal","1","None checked","1",473
,"2020","2020","South Dakota","46","Other","4","Cesarean","2","None checked","1",134
,"2020","2020","South Dakota","46","Unknown or Not Stated","9","Vaginal","1","None checked","1",108
,"2020","2020","South Dakota","46","Unknown or Not Stated","9","Cesarean","2","None checked","1",24
,"2020","2020","Tennessee","47","Medicaid","1","Vaginal","1","At least one checked","0",294
,"2020","2020","Tennessee","47","Medicaid","1","Vaginal","1","None checked","1",25858
,"2020","2020","Tennessee","47","Medicaid","1","Cesarean","2","At least one checked","0",187
,"2020","2020","Tennessee","47","Medicaid","1","Cesarean","2","None checked","1",11948
,"2020","2020","Tennessee","47","Private Insurance","2","Vaginal","1","At least one checked","0",989
,"2020","2020","Tennessee","47","Private Insurance","2","Vaginal","1","None checked","1",22397
,"2020","2020","Tennessee","47","Private Insurance","2","Cesarean","2","At least one checked","0",136
,"2020","2020","Tennessee","47","Private Insurance","2","Cesarean","2","None checked","1",11781
,"2020","2020","Tennessee","47","Self Pay","3","Vaginal","1","At least one checked","0",15
,"2020","2020","Tennessee","47","Self Pay","3","Vaginal","1","None checked","1",1518
,"2020","2020","Tennessee","47","Self Pay","3","Cesarean","2","None checked","1",263
,"2020","2020","Tennessee","47","Other","4","Vaginal","1","At least one checked","0",36
,"2020","2020","Tennessee","47","Other","4","Vaginal","1","None checked","1",2018
,"2020","2020","Tennessee","47","Other","4","Cesarean","2","At least one checked","0",25
,"2020","2020","Tennessee","47","Other","4","Cesarean","2","None checked","1",850
,"2020","2020","Tennessee","47","Unknown or Not Stated","9","Vaginal","1","None checked","1",283
,"2020","2020","Tennessee","47","Unknown or Not Stated","9","Cesarean","2","None checked","1",75
,"2020","2020","Texas","48","Medicaid","1","Vaginal","1","At least one checked","0",750
,"2020","2020","Texas","48","Medicaid","1","Vaginal","1","None checked","1",119331
,"2020","2020","Texas","48","Medicaid","1","Cesarean","2","At least one checked","0",603
,"2020","2020","Texas","48","Medicaid","1","Cesarean","2","None checked","1",62195
,"2020","2020","Texas","48","Medicaid","1","Unknown or Not Stated","9","None checked","1",177
,"2020","2020","Texas","48","Private Insurance","2","Vaginal","1","At least one checked","0",858
,"2020","2020","Texas","48","Private Insurance","2","Vaginal","1","None checked","1",95579
,"2020","2020","Texas","48","Private Insurance","2","Cesarean","2","At least one checked","0",301
,"2020","2020","Texas","48","Private Insurance","2","Cesarean","2","None checked","1",56136
,"2020","2020","Texas","48","Private Insurance","2","Unknown or Not Stated","9","None checked","1",98
,"2020","2020","Texas","48","Self Pay","3","Vaginal","1","At least one checked","0",123
,"2020","2020","Texas","48","Self Pay","3","Vaginal","1","None checked","1",17144
,"2020","2020","Texas","48","Self Pay","3","Cesarean","2","At least one checked","0",57
,"2020","2020","Texas","48","Self Pay","3","Cesarean","2","None checked","1",5713
,"2020","2020","Texas","48","Self Pay","3","Unknown or Not Stated","9","None checked","1",20
,"2020","2020","Texas","48","Other","4","Vaginal","1","None checked","1",1201
,"2020","2020","Texas","48","Other","4","Cesarean","2","None checked","1",539
,"2020","2020","Texas","48","Unknown or Not Stated","9","Vaginal","1","At least one checked","0",51
