"Notes","Year","Year Code","Census Division of Residence","Census Division of Residence Code","Age of Mother 9","Age of Mother 9 Code","Source of Payment for Delivery","Source of Payment for Delivery Code","Month Prenatal Care Began","Month Prenatal Care Began Code",Births,Average Number of Prenatal Visits
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","40-44 years","40-44","Other","4","3rd month","03",152,11.36
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","40-44 years","40-44","Other","4","4th month","04",55,10.65
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","40-44 years","40-44","Other","4","5th month","05",19,8.11
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","40-44 years","40-44","Other","4","6th month","06",15,9.27
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","40-44 years","40-44","Other","4","7th month","07",10,5.70
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","40-44 years","40-44","Other","4","8th month","08",14,4.07
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","40-44 years","40-44","Other","4","Unknown or Not Stated","99",10,Not Applicable
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","40-44 years","40-44","Unknown or Not Stated","9","2nd month","02",33,13.13
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","40-44 years","40-44","Unknown or Not Stated","9","3rd month","03",50,11.53
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","40-44 years","40-44","Unknown or Not Stated","9","4th month","04",19,8.84
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","40-44 years","40-44","Unknown or Not Stated","9","5th month","05",12,9.09
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","40-44 years","40-44","Unknown or Not Stated","9","Unknown or Not Stated","99",29,9.38
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","45-49 years","45-49","Medicaid","1","2nd month","02",85,13.19
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","45-49 years","45-49","Medicaid","1","3rd month","03",151,10.98
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","45-49 years","45-49","Medicaid","1","4th month","04",49,10.69
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","45-49 years","45-49","Medicaid","1","5th month","05",20,9.70
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","45-49 years","45-49","Medicaid","1","6th month","06",20,8.20
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","45-49 years","45-49","Medicaid","1","Unknown or Not Stated","99",10,9.50
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","45-49 years","45-49","Private Insurance","2","1st month","01",34,13.29
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","45-49 years","45-49","Private Insurance","2","2nd month","02",322,12.27
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","45-49 years","45-49","Private Insurance","2","3rd month","03",476,11.63
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","45-49 years","45-49","Private Insurance","2","4th month","04",81,10.52
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","45-49 years","45-49","Private Insurance","2","5th month","05",19,8.58
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","45-49 years","45-49","Private Insurance","2","6th month","06",19,10.11
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","45-49 years","45-49","Private Insurance","2","7th month","07",11,7.45
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","45-49 years","45-49","Private Insurance","2","Unknown or Not Stated","99",21,12.50
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","45-49 years","45-49","Self Pay","3","3rd month","03",13,10.31
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","50 years and over","50+","Medicaid","1","2nd month","02",12,11.58
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","50 years and over","50+","Medicaid","1","4th month","04",10,9.30
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","50 years and over","50+","Private Insurance","2","2nd month","02",32,13.75
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","50 years and over","50+","Private Insurance","2","3rd month","03",93,12.00
,"2021","2021","Division 2: Middle Atlantic","CENS-D2","50 years and over","50+","Private Insurance","2","4th month","04",14,10.36
,"2021","2021","Division 3: East North Central","CENS-D3","Under 15 years","15","Medicaid","1","No prenatal care","00",22,0.00
,"2021","2021","Division 3: East North Central","CENS-D3","Under 15 years","15","Medicaid","1","2nd month","02",34,12.59
,"2021","2021","Division 3: East North Central","CENS-D3","Under 15 years","15","Medicaid","1","3rd month","03",37,10.89
,"2021","2021","Division 3: East North Central","CENS-D3","Under 15 years","15","Medicaid","1","4th month","04",27,10.30
,"2021","2021","Division 3: East North Central","CENS-D3","Under 15 years","15","Medicaid","1","5th month","05",24,9.65
,"2021","2021","Division 3: East North Central","CENS-D3","Under 15 years","15","Medicaid","1","6th month","06",31,7.00
,"2021","2021","Division 3: East North Central","CENS-D3","Under 15 years","15","Medicaid","1","7th month","07",22,5.95
,"2021","2021","Division 3: East North Central","CENS-D3","Under 15 years","15","Medicaid","1","8th month","08",10,3.89
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Medicaid","1","No prenatal care","00",433,0.00
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Medicaid","1","1st month","01",406,11.87
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Medicaid","1","2nd month","02",4421,12.20
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Medicaid","1","3rd month","03",4610,11.10
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Medicaid","1","4th month","04",2087,9.84
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Medicaid","1","5th month","05",1155,8.58
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Medicaid","1","6th month","06",768,7.51
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Medicaid","1","7th month","07",573,6.55
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Medicaid","1","8th month","08",388,4.72
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Medicaid","1","9th month","09",126,2.90
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Medicaid","1","Unknown or Not Stated","99",275,9.20
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Private Insurance","2","No prenatal care","00",85,0.00
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Private Insurance","2","1st month","01",91,12.80
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Private Insurance","2","2nd month","02",1211,12.66
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Private Insurance","2","3rd month","03",1369,12.02
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Private Insurance","2","4th month","04",500,10.26
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Private Insurance","2","5th month","05",245,9.23
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Private Insurance","2","6th month","06",155,8.41
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Private Insurance","2","7th month","07",112,7.16
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Private Insurance","2","8th month","08",67,5.21
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Private Insurance","2","9th month","09",32,4.06
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Private Insurance","2","Unknown or Not Stated","99",37,6.29
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Self Pay","3","No prenatal care","00",48,0.00
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Self Pay","3","2nd month","02",90,11.19
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Self Pay","3","3rd month","03",67,10.89
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Self Pay","3","4th month","04",56,8.95
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Self Pay","3","5th month","05",35,7.56
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Self Pay","3","6th month","06",32,7.52
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Self Pay","3","7th month","07",24,6.00
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Self Pay","3","8th month","08",18,4.44
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Self Pay","3","9th month","09",19,2.79
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Other","4","No prenatal care","00",11,0.00
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Other","4","2nd month","02",99,12.35
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Other","4","3rd month","03",89,10.78
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Other","4","4th month","04",33,10.12
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Other","4","5th month","05",24,7.58
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Other","4","6th month","06",16,6.88
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Other","4","7th month","07",10,7.70
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Unknown or Not Stated","9","2nd month","02",16,13.38
,"2021","2021","Division 3: East North Central","CENS-D3","15-19 years","15-19","Unknown or Not Stated","9","3rd month","03",15,10.67
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Medicaid","1","No prenatal care","00",1244,0.00
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Medicaid","1","1st month","01",1856,12.84
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Medicaid","1","2nd month","02",18782,12.46
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Medicaid","1","3rd month","03",17557,11.33
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Medicaid","1","4th month","04",6187,9.74
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Medicaid","1","5th month","05",3322,8.33
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Medicaid","1","6th month","06",1921,7.47
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Medicaid","1","7th month","07",1483,6.31
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Medicaid","1","8th month","08",1106,4.68
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Medicaid","1","9th month","09",417,2.84
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Medicaid","1","Unknown or Not Stated","99",874,9.29
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Private Insurance","2","No prenatal care","00",295,0.00
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Private Insurance","2","1st month","01",824,13.38
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Private Insurance","2","2nd month","02",12598,13.14
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Private Insurance","2","3rd month","03",11581,12.08
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Private Insurance","2","4th month","04",2499,10.57
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Private Insurance","2","5th month","05",1146,9.13
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Private Insurance","2","6th month","06",636,8.53
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Private Insurance","2","7th month","07",515,7.03
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Private Insurance","2","8th month","08",369,5.53
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Private Insurance","2","9th month","09",157,3.22
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Private Insurance","2","Unknown or Not Stated","99",242,6.84
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Self Pay","3","No prenatal care","00",163,0.00
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Self Pay","3","1st month","01",57,11.04
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Self Pay","3","2nd month","02",503,11.67
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Self Pay","3","3rd month","03",971,10.22
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Self Pay","3","4th month","04",651,8.55
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Self Pay","3","5th month","05",435,7.37
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Self Pay","3","6th month","06",272,5.95
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Self Pay","3","7th month","07",219,5.12
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Self Pay","3","8th month","08",136,3.92
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Self Pay","3","9th month","09",30,2.52
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Self Pay","3","Unknown or Not Stated","99",63,7.00
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Other","4","No prenatal care","00",59,0.00
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Other","4","1st month","01",40,13.80
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Other","4","2nd month","02",723,12.17
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Other","4","3rd month","03",699,11.07
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Other","4","4th month","04",264,9.36
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Other","4","5th month","05",127,8.20
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Other","4","6th month","06",70,7.80
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Other","4","7th month","07",68,7.00
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Other","4","8th month","08",51,5.08
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Other","4","9th month","09",24,3.29
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Other","4","Unknown or Not Stated","99",29,6.20
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Unknown or Not Stated","9","No prenatal care","00",43,0.00
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Unknown or Not Stated","9","1st month","01",11,13.36
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Unknown or Not Stated","9","2nd month","02",100,12.56
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Unknown or Not Stated","9","3rd month","03",96,11.26
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Unknown or Not Stated","9","4th month","04",46,8.89
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Unknown or Not Stated","9","5th month","05",27,7.37
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Unknown or Not Stated","9","6th month","06",10,6.40
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Unknown or Not Stated","9","7th month","07",20,6.30
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Unknown or Not Stated","9","8th month","08",13,4.54
,"2021","2021","Division 3: East North Central","CENS-D3","20-24 years","20-24","Unknown or Not Stated","9","Unknown or Not Stated","99",36,5.00
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Medicaid","1","No prenatal care","00",1449,0.00
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Medicaid","1","1st month","01",2188,12.69
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Medicaid","1","2nd month","02",20664,12.62
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Medicaid","1","3rd month","03",19627,11.47
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Medicaid","1","4th month","04",6407,9.82
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Medicaid","1","5th month","05",3404,8.46
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Medicaid","1","6th month","06",1925,7.27
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Medicaid","1","7th month","07",1446,6.31
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Medicaid","1","8th month","08",1113,4.55
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Medicaid","1","9th month","09",420,2.98
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Medicaid","1","Unknown or Not Stated","99",967,9.66
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Private Insurance","2","No prenatal care","00",411,0.00
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Private Insurance","2","1st month","01",2039,13.59
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Private Insurance","2","2nd month","02",36783,13.24
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Private Insurance","2","3rd month","03",32044,12.22
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Private Insurance","2","4th month","04",4997,10.85
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Private Insurance","2","5th month","05",1845,9.50
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Private Insurance","2","6th month","06",1053,8.75
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Private Insurance","2","7th month","07",853,7.45
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Private Insurance","2","8th month","08",617,5.55
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Private Insurance","2","9th month","09",184,3.27
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Private Insurance","2","Unknown or Not Stated","99",549,9.45
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Self Pay","3","No prenatal care","00",196,0.00
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Self Pay","3","1st month","01",72,12.21
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Self Pay","3","2nd month","02",860,11.76
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Self Pay","3","3rd month","03",1720,10.39
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Self Pay","3","4th month","04",937,8.80
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Self Pay","3","5th month","05",501,7.58
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Self Pay","3","6th month","06",366,6.13
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Self Pay","3","7th month","07",286,5.07
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Self Pay","3","8th month","08",203,3.73
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Self Pay","3","9th month","09",74,2.71
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Self Pay","3","Unknown or Not Stated","99",70,6.29
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Other","4","No prenatal care","00",82,0.00
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Other","4","1st month","01",96,13.32
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Other","4","2nd month","02",1103,12.38
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Other","4","3rd month","03",1069,11.21
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Other","4","4th month","04",289,9.46
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Other","4","5th month","05",165,8.63
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Other","4","6th month","06",107,7.45
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Other","4","7th month","07",82,6.18
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Other","4","8th month","08",59,4.82
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Other","4","9th month","09",15,2.40
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Other","4","Unknown or Not Stated","99",41,10.60
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Unknown or Not Stated","9","No prenatal care","00",78,0.00
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Unknown or Not Stated","9","1st month","01",22,10.38
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Unknown or Not Stated","9","2nd month","02",194,12.40
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Unknown or Not Stated","9","3rd month","03",213,11.44
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Unknown or Not Stated","9","4th month","04",69,9.72
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Unknown or Not Stated","9","5th month","05",37,8.19
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Unknown or Not Stated","9","6th month","06",23,7.91
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Unknown or Not Stated","9","7th month","07",16,6.38
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Unknown or Not Stated","9","8th month","08",13,4.62
,"2021","2021","Division 3: East North Central","CENS-D3","25-29 years","25-29","Unknown or Not Stated","9","Unknown or Not Stated","99",58,8.67
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Medicaid","1","No prenatal care","00",1177,0.00
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Medicaid","1","1st month","01",1478,12.66
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Medicaid","1","2nd month","02",13704,12.72
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Medicaid","1","3rd month","03",13599,11.55
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Medicaid","1","4th month","04",4535,9.95
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Medicaid","1","5th month","05",2478,8.54
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Medicaid","1","6th month","06",1416,7.53
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Medicaid","1","7th month","07",1035,6.27
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Medicaid","1","8th month","08",797,4.59
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Medicaid","1","9th month","09",314,2.94
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Medicaid","1","Unknown or Not Stated","99",661,8.93
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Private Insurance","2","No prenatal care","00",460,0.00
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Private Insurance","2","1st month","01",2377,13.26
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Private Insurance","2","2nd month","02",49551,13.22
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Private Insurance","2","3rd month","03",43717,12.25
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Private Insurance","2","4th month","04",6113,10.80
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Private Insurance","2","5th month","05",1957,9.64
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Private Insurance","2","6th month","06",1122,8.73
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Private Insurance","2","7th month","07",938,7.64
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Private Insurance","2","8th month","08",595,5.55
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Private Insurance","2","9th month","09",197,3.69
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Private Insurance","2","Unknown or Not Stated","99",1060,9.27
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Self Pay","3","No prenatal care","00",171,0.00
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Self Pay","3","1st month","01",55,12.47
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Self Pay","3","2nd month","02",741,12.09
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Self Pay","3","3rd month","03",1568,10.70
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Self Pay","3","4th month","04",743,9.13
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Self Pay","3","5th month","05",441,7.56
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Self Pay","3","6th month","06",311,6.54
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Self Pay","3","7th month","07",280,5.57
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Self Pay","3","8th month","08",183,4.09
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Self Pay","3","9th month","09",64,2.66
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Self Pay","3","Unknown or Not Stated","99",75,6.09
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","No prenatal care","00",71,0.00
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","1st month","01",65,12.33
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","2nd month","02",912,12.57
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","3rd month","03",914,11.29
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","4th month","04",257,9.60
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","5th month","05",119,7.74
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","6th month","06",63,7.06
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","7th month","07",62,6.73
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","8th month","08",40,4.00
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","9th month","09",25,2.92
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","Unknown or Not Stated","99",28,4.50
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Unknown or Not Stated","9","No prenatal care","00",49,0.00
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Unknown or Not Stated","9","1st month","01",24,12.68
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Unknown or Not Stated","9","2nd month","02",178,12.51
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Unknown or Not Stated","9","3rd month","03",205,11.26
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Unknown or Not Stated","9","4th month","04",63,9.22
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Unknown or Not Stated","9","5th month","05",29,7.89
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Unknown or Not Stated","9","6th month","06",11,6.09
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Unknown or Not Stated","9","7th month","07",21,6.05
,"2021","2021","Division 3: East North Central","CENS-D3","30-34 years","30-34","Unknown or Not Stated","9","Unknown or Not Stated","99",32,7.40
,"2021","2021","Division 3: East North Central","CENS-D3","35-39 years","35-39","Medicaid","1","No prenatal care","00",568,0.00
