"Notes","Year","Year Code","State of Residence","State of Residence Code","Age of Mother 9","Age of Mother 9 Code","Mother's Pre-pregnancy BMI","Mother's Pre-pregnancy BMI Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2020","2020","South Carolina","45","30-34 years","30-34","Extreme Obesity III > 39.9","6","None checked","1",1278
,"2020","2020","South Carolina","45","30-34 years","30-34","Unknown or Not Stated","9","None checked","1",196
,"2020","2020","South Carolina","45","35-39 years","35-39","Underweight <18.5","1","None checked","1",98
,"2020","2020","South Carolina","45","35-39 years","35-39","Normal 18.5-24.9","2","At least one checked","0",30
,"2020","2020","South Carolina","45","35-39 years","35-39","Normal 18.5-24.9","2","None checked","1",2410
,"2020","2020","South Carolina","45","35-39 years","35-39","Overweight 25.0-29.9","3","At least one checked","0",23
,"2020","2020","South Carolina","45","35-39 years","35-39","Overweight 25.0-29.9","3","None checked","1",1878
,"2020","2020","South Carolina","45","35-39 years","35-39","Obesity I 30.0-34.9","4","At least one checked","0",12
,"2020","2020","South Carolina","45","35-39 years","35-39","Obesity I 30.0-34.9","4","None checked","1",1303
,"2020","2020","South Carolina","45","35-39 years","35-39","Obesity II 35.0-39.9","5","None checked","1",689
,"2020","2020","South Carolina","45","35-39 years","35-39","Extreme Obesity III > 39.9","6","None checked","1",571
,"2020","2020","South Carolina","45","35-39 years","35-39","Unknown or Not Stated","9","None checked","1",99
,"2020","2020","South Carolina","45","40-44 years","40-44","Underweight <18.5","1","None checked","1",12
,"2020","2020","South Carolina","45","40-44 years","40-44","Normal 18.5-24.9","2","None checked","1",419
,"2020","2020","South Carolina","45","40-44 years","40-44","Overweight 25.0-29.9","3","None checked","1",397
,"2020","2020","South Carolina","45","40-44 years","40-44","Obesity I 30.0-34.9","4","None checked","1",279
,"2020","2020","South Carolina","45","40-44 years","40-44","Obesity II 35.0-39.9","5","None checked","1",144
,"2020","2020","South Carolina","45","40-44 years","40-44","Extreme Obesity III > 39.9","6","None checked","1",115
,"2020","2020","South Carolina","45","40-44 years","40-44","Unknown or Not Stated","9","None checked","1",33
,"2020","2020","South Carolina","45","45-49 years","45-49","Normal 18.5-24.9","2","None checked","1",22
,"2020","2020","South Carolina","45","45-49 years","45-49","Overweight 25.0-29.9","3","None checked","1",30
,"2020","2020","South Carolina","45","45-49 years","45-49","Obesity I 30.0-34.9","4","None checked","1",15
,"2020","2020","South Carolina","45","45-49 years","45-49","Obesity II 35.0-39.9","5","None checked","1",10
,"2020","2020","South Dakota","46","15-19 years","15-19","Underweight <18.5","1","None checked","1",36
,"2020","2020","South Dakota","46","15-19 years","15-19","Normal 18.5-24.9","2","None checked","1",288
,"2020","2020","South Dakota","46","15-19 years","15-19","Overweight 25.0-29.9","3","None checked","1",113
,"2020","2020","South Dakota","46","15-19 years","15-19","Obesity I 30.0-34.9","4","None checked","1",47
,"2020","2020","South Dakota","46","15-19 years","15-19","Obesity II 35.0-39.9","5","None checked","1",20
,"2020","2020","South Dakota","46","15-19 years","15-19","Unknown or Not Stated","9","None checked","1",10
,"2020","2020","South Dakota","46","20-24 years","20-24","Underweight <18.5","1","None checked","1",82
,"2020","2020","South Dakota","46","20-24 years","20-24","Normal 18.5-24.9","2","At least one checked","0",11
,"2020","2020","South Dakota","46","20-24 years","20-24","Normal 18.5-24.9","2","None checked","1",818
,"2020","2020","South Dakota","46","20-24 years","20-24","Overweight 25.0-29.9","3","None checked","1",553
,"2020","2020","South Dakota","46","20-24 years","20-24","Obesity I 30.0-34.9","4","None checked","1",282
,"2020","2020","South Dakota","46","20-24 years","20-24","Obesity II 35.0-39.9","5","None checked","1",176
,"2020","2020","South Dakota","46","20-24 years","20-24","Extreme Obesity III > 39.9","6","None checked","1",108
,"2020","2020","South Dakota","46","25-29 years","25-29","Underweight <18.5","1","None checked","1",74
,"2020","2020","South Dakota","46","25-29 years","25-29","Normal 18.5-24.9","2","At least one checked","0",23
,"2020","2020","South Dakota","46","25-29 years","25-29","Normal 18.5-24.9","2","None checked","1",1513
,"2020","2020","South Dakota","46","25-29 years","25-29","Overweight 25.0-29.9","3","At least one checked","0",12
,"2020","2020","South Dakota","46","25-29 years","25-29","Overweight 25.0-29.9","3","None checked","1",981
,"2020","2020","South Dakota","46","25-29 years","25-29","Obesity I 30.0-34.9","4","None checked","1",544
,"2020","2020","South Dakota","46","25-29 years","25-29","Obesity II 35.0-39.9","5","None checked","1",303
,"2020","2020","South Dakota","46","25-29 years","25-29","Extreme Obesity III > 39.9","6","None checked","1",192
,"2020","2020","South Dakota","46","25-29 years","25-29","Unknown or Not Stated","9","None checked","1",29
,"2020","2020","South Dakota","46","30-34 years","30-34","Underweight <18.5","1","None checked","1",72
,"2020","2020","South Dakota","46","30-34 years","30-34","Normal 18.5-24.9","2","At least one checked","0",19
,"2020","2020","South Dakota","46","30-34 years","30-34","Normal 18.5-24.9","2","None checked","1",1327
,"2020","2020","South Dakota","46","30-34 years","30-34","Overweight 25.0-29.9","3","At least one checked","0",10
,"2020","2020","South Dakota","46","30-34 years","30-34","Overweight 25.0-29.9","3","None checked","1",834
,"2020","2020","South Dakota","46","30-34 years","30-34","Obesity I 30.0-34.9","4","None checked","1",432
,"2020","2020","South Dakota","46","30-34 years","30-34","Obesity II 35.0-39.9","5","None checked","1",252
,"2020","2020","South Dakota","46","30-34 years","30-34","Extreme Obesity III > 39.9","6","None checked","1",178
,"2020","2020","South Dakota","46","30-34 years","30-34","Unknown or Not Stated","9","None checked","1",24
,"2020","2020","South Dakota","46","35-39 years","35-39","Underweight <18.5","1","None checked","1",21
,"2020","2020","South Dakota","46","35-39 years","35-39","Normal 18.5-24.9","2","None checked","1",507
,"2020","2020","South Dakota","46","35-39 years","35-39","Overweight 25.0-29.9","3","None checked","1",328
,"2020","2020","South Dakota","46","35-39 years","35-39","Obesity I 30.0-34.9","4","None checked","1",212
,"2020","2020","South Dakota","46","35-39 years","35-39","Obesity II 35.0-39.9","5","None checked","1",111
,"2020","2020","South Dakota","46","35-39 years","35-39","Extreme Obesity III > 39.9","6","None checked","1",78
,"2020","2020","South Dakota","46","35-39 years","35-39","Unknown or Not Stated","9","None checked","1",14
,"2020","2020","South Dakota","46","40-44 years","40-44","Normal 18.5-24.9","2","None checked","1",82
,"2020","2020","South Dakota","46","40-44 years","40-44","Overweight 25.0-29.9","3","None checked","1",62
,"2020","2020","South Dakota","46","40-44 years","40-44","Obesity I 30.0-34.9","4","None checked","1",37
,"2020","2020","South Dakota","46","40-44 years","40-44","Obesity II 35.0-39.9","5","None checked","1",24
,"2020","2020","South Dakota","46","40-44 years","40-44","Extreme Obesity III > 39.9","6","None checked","1",10
,"2020","2020","Tennessee","47","Under 15 years","15","Normal 18.5-24.9","2","None checked","1",34
,"2020","2020","Tennessee","47","Under 15 years","15","Overweight 25.0-29.9","3","None checked","1",10
,"2020","2020","Tennessee","47","15-19 years","15-19","Underweight <18.5","1","None checked","1",379
,"2020","2020","Tennessee","47","15-19 years","15-19","Normal 18.5-24.9","2","At least one checked","0",50
,"2020","2020","Tennessee","47","15-19 years","15-19","Normal 18.5-24.9","2","None checked","1",2348
,"2020","2020","Tennessee","47","15-19 years","15-19","Overweight 25.0-29.9","3","At least one checked","0",17
,"2020","2020","Tennessee","47","15-19 years","15-19","Overweight 25.0-29.9","3","None checked","1",1060
,"2020","2020","Tennessee","47","15-19 years","15-19","Obesity I 30.0-34.9","4","None checked","1",540
,"2020","2020","Tennessee","47","15-19 years","15-19","Obesity II 35.0-39.9","5","None checked","1",248
,"2020","2020","Tennessee","47","15-19 years","15-19","Extreme Obesity III > 39.9","6","None checked","1",141
,"2020","2020","Tennessee","47","15-19 years","15-19","Unknown or Not Stated","9","None checked","1",27
,"2020","2020","Tennessee","47","20-24 years","20-24","Underweight <18.5","1","At least one checked","0",18
,"2020","2020","Tennessee","47","20-24 years","20-24","Underweight <18.5","1","None checked","1",918
,"2020","2020","Tennessee","47","20-24 years","20-24","Normal 18.5-24.9","2","At least one checked","0",129
,"2020","2020","Tennessee","47","20-24 years","20-24","Normal 18.5-24.9","2","None checked","1",7033
,"2020","2020","Tennessee","47","20-24 years","20-24","Overweight 25.0-29.9","3","At least one checked","0",70
,"2020","2020","Tennessee","47","20-24 years","20-24","Overweight 25.0-29.9","3","None checked","1",4527
,"2020","2020","Tennessee","47","20-24 years","20-24","Obesity I 30.0-34.9","4","At least one checked","0",35
,"2020","2020","Tennessee","47","20-24 years","20-24","Obesity I 30.0-34.9","4","None checked","1",2821
,"2020","2020","Tennessee","47","20-24 years","20-24","Obesity II 35.0-39.9","5","At least one checked","0",10
,"2020","2020","Tennessee","47","20-24 years","20-24","Obesity II 35.0-39.9","5","None checked","1",1599
,"2020","2020","Tennessee","47","20-24 years","20-24","Extreme Obesity III > 39.9","6","At least one checked","0",14
,"2020","2020","Tennessee","47","20-24 years","20-24","Extreme Obesity III > 39.9","6","None checked","1",1156
,"2020","2020","Tennessee","47","20-24 years","20-24","Unknown or Not Stated","9","None checked","1",63
,"2020","2020","Tennessee","47","25-29 years","25-29","Underweight <18.5","1","At least one checked","0",14
,"2020","2020","Tennessee","47","25-29 years","25-29","Underweight <18.5","1","None checked","1",741
,"2020","2020","Tennessee","47","25-29 years","25-29","Normal 18.5-24.9","2","At least one checked","0",284
,"2020","2020","Tennessee","47","25-29 years","25-29","Normal 18.5-24.9","2","None checked","1",9042
,"2020","2020","Tennessee","47","25-29 years","25-29","Overweight 25.0-29.9","3","At least one checked","0",140
,"2020","2020","Tennessee","47","25-29 years","25-29","Overweight 25.0-29.9","3","None checked","1",6068
,"2020","2020","Tennessee","47","25-29 years","25-29","Obesity I 30.0-34.9","4","At least one checked","0",61
,"2020","2020","Tennessee","47","25-29 years","25-29","Obesity I 30.0-34.9","4","None checked","1",3811
,"2020","2020","Tennessee","47","25-29 years","25-29","Obesity II 35.0-39.9","5","At least one checked","0",29
,"2020","2020","Tennessee","47","25-29 years","25-29","Obesity II 35.0-39.9","5","None checked","1",2052
,"2020","2020","Tennessee","47","25-29 years","25-29","Extreme Obesity III > 39.9","6","At least one checked","0",19
,"2020","2020","Tennessee","47","25-29 years","25-29","Extreme Obesity III > 39.9","6","None checked","1",1662
,"2020","2020","Tennessee","47","25-29 years","25-29","Unknown or Not Stated","9","None checked","1",94
,"2020","2020","Tennessee","47","30-34 years","30-34","Underweight <18.5","1","At least one checked","0",12
,"2020","2020","Tennessee","47","30-34 years","30-34","Underweight <18.5","1","None checked","1",428
,"2020","2020","Tennessee","47","30-34 years","30-34","Normal 18.5-24.9","2","At least one checked","0",281
,"2020","2020","Tennessee","47","30-34 years","30-34","Normal 18.5-24.9","2","None checked","1",8035
,"2020","2020","Tennessee","47","30-34 years","30-34","Overweight 25.0-29.9","3","At least one checked","0",133
,"2020","2020","Tennessee","47","30-34 years","30-34","Overweight 25.0-29.9","3","None checked","1",5081
,"2020","2020","Tennessee","47","30-34 years","30-34","Obesity I 30.0-34.9","4","At least one checked","0",56
,"2020","2020","Tennessee","47","30-34 years","30-34","Obesity I 30.0-34.9","4","None checked","1",3093
,"2020","2020","Tennessee","47","30-34 years","30-34","Obesity II 35.0-39.9","5","At least one checked","0",23
,"2020","2020","Tennessee","47","30-34 years","30-34","Obesity II 35.0-39.9","5","None checked","1",1594
,"2020","2020","Tennessee","47","30-34 years","30-34","Extreme Obesity III > 39.9","6","At least one checked","0",17
,"2020","2020","Tennessee","47","30-34 years","30-34","Extreme Obesity III > 39.9","6","None checked","1",1374
,"2020","2020","Tennessee","47","30-34 years","30-34","Unknown or Not Stated","9","None checked","1",77
,"2020","2020","Tennessee","47","35-39 years","35-39","Underweight <18.5","1","None checked","1",192
,"2020","2020","Tennessee","47","35-39 years","35-39","Normal 18.5-24.9","2","At least one checked","0",118
,"2020","2020","Tennessee","47","35-39 years","35-39","Normal 18.5-24.9","2","None checked","1",3460
,"2020","2020","Tennessee","47","35-39 years","35-39","Overweight 25.0-29.9","3","At least one checked","0",58
,"2020","2020","Tennessee","47","35-39 years","35-39","Overweight 25.0-29.9","3","None checked","1",2570
,"2020","2020","Tennessee","47","35-39 years","35-39","Obesity I 30.0-34.9","4","At least one checked","0",24
,"2020","2020","Tennessee","47","35-39 years","35-39","Obesity I 30.0-34.9","4","None checked","1",1452
,"2020","2020","Tennessee","47","35-39 years","35-39","Obesity II 35.0-39.9","5","At least one checked","0",11
,"2020","2020","Tennessee","47","35-39 years","35-39","Obesity II 35.0-39.9","5","None checked","1",733
,"2020","2020","Tennessee","47","35-39 years","35-39","Extreme Obesity III > 39.9","6","None checked","1",641
,"2020","2020","Tennessee","47","35-39 years","35-39","Unknown or Not Stated","9","None checked","1",38
,"2020","2020","Tennessee","47","40-44 years","40-44","Underweight <18.5","1","None checked","1",32
,"2020","2020","Tennessee","47","40-44 years","40-44","Normal 18.5-24.9","2","At least one checked","0",20
,"2020","2020","Tennessee","47","40-44 years","40-44","Normal 18.5-24.9","2","None checked","1",650
,"2020","2020","Tennessee","47","40-44 years","40-44","Overweight 25.0-29.9","3","None checked","1",474
,"2020","2020","Tennessee","47","40-44 years","40-44","Obesity I 30.0-34.9","4","None checked","1",319
,"2020","2020","Tennessee","47","40-44 years","40-44","Obesity II 35.0-39.9","5","None checked","1",154
,"2020","2020","Tennessee","47","40-44 years","40-44","Extreme Obesity III > 39.9","6","None checked","1",108
,"2020","2020","Tennessee","47","45-49 years","45-49","Normal 18.5-24.9","2","None checked","1",41
,"2020","2020","Tennessee","47","45-49 years","45-49","Overweight 25.0-29.9","3","None checked","1",21
,"2020","2020","Tennessee","47","45-49 years","45-49","Obesity I 30.0-34.9","4","None checked","1",15
,"2020","2020","Texas","48","Under 15 years","15","Underweight <18.5","1","None checked","1",14
,"2020","2020","Texas","48","Under 15 years","15","Normal 18.5-24.9","2","None checked","1",156
,"2020","2020","Texas","48","Under 15 years","15","Overweight 25.0-29.9","3","None checked","1",48
,"2020","2020","Texas","48","Under 15 years","15","Obesity I 30.0-34.9","4","None checked","1",19
,"2020","2020","Texas","48","15-19 years","15-19","Underweight <18.5","1","At least one checked","0",16
,"2020","2020","Texas","48","15-19 years","15-19","Underweight <18.5","1","None checked","1",1514
,"2020","2020","Texas","48","15-19 years","15-19","Normal 18.5-24.9","2","At least one checked","0",115
,"2020","2020","Texas","48","15-19 years","15-19","Normal 18.5-24.9","2","None checked","1",10880
,"2020","2020","Texas","48","15-19 years","15-19","Overweight 25.0-29.9","3","At least one checked","0",60
,"2020","2020","Texas","48","15-19 years","15-19","Overweight 25.0-29.9","3","None checked","1",5606
,"2020","2020","Texas","48","15-19 years","15-19","Obesity I 30.0-34.9","4","At least one checked","0",27
,"2020","2020","Texas","48","15-19 years","15-19","Obesity I 30.0-34.9","4","None checked","1",2647
,"2020","2020","Texas","48","15-19 years","15-19","Obesity II 35.0-39.9","5","None checked","1",1033
,"2020","2020","Texas","48","15-19 years","15-19","Extreme Obesity III > 39.9","6","None checked","1",505
,"2020","2020","Texas","48","15-19 years","15-19","Unknown or Not Stated","9","None checked","1",219
,"2020","2020","Texas","48","20-24 years","20-24","Underweight <18.5","1","At least one checked","0",31
,"2020","2020","Texas","48","20-24 years","20-24","Underweight <18.5","1","None checked","1",3133
,"2020","2020","Texas","48","20-24 years","20-24","Normal 18.5-24.9","2","At least one checked","0",243
,"2020","2020","Texas","48","20-24 years","20-24","Normal 18.5-24.9","2","None checked","1",29470
,"2020","2020","Texas","48","20-24 years","20-24","Overweight 25.0-29.9","3","At least one checked","0",175
,"2020","2020","Texas","48","20-24 years","20-24","Overweight 25.0-29.9","3","None checked","1",21362
,"2020","2020","Texas","48","20-24 years","20-24","Obesity I 30.0-34.9","4","At least one checked","0",89
,"2020","2020","Texas","48","20-24 years","20-24","Obesity I 30.0-34.9","4","None checked","1",13459
,"2020","2020","Texas","48","20-24 years","20-24","Obesity II 35.0-39.9","5","At least one checked","0",45
,"2020","2020","Texas","48","20-24 years","20-24","Obesity II 35.0-39.9","5","None checked","1",6621
,"2020","2020","Texas","48","20-24 years","20-24","Extreme Obesity III > 39.9","6","At least one checked","0",24
,"2020","2020","Texas","48","20-24 years","20-24","Extreme Obesity III > 39.9","6","None checked","1",4170
,"2020","2020","Texas","48","20-24 years","20-24","Unknown or Not Stated","9","None checked","1",658
,"2020","2020","Texas","48","25-29 years","25-29","Underweight <18.5","1","At least one checked","0",23
,"2020","2020","Texas","48","25-29 years","25-29","Underweight <18.5","1","None checked","1",2561
,"2020","2020","Texas","48","25-29 years","25-29","Normal 18.5-24.9","2","At least one checked","0",284
,"2020","2020","Texas","48","25-29 years","25-29","Normal 18.5-24.9","2","None checked","1",37468
,"2020","2020","Texas","48","25-29 years","25-29","Overweight 25.0-29.9","3","At least one checked","0",221
,"2020","2020","Texas","48","25-29 years","25-29","Overweight 25.0-29.9","3","None checked","1",29710
,"2020","2020","Texas","48","25-29 years","25-29","Obesity I 30.0-34.9","4","At least one checked","0",112
,"2020","2020","Texas","48","25-29 years","25-29","Obesity I 30.0-34.9","4","None checked","1",18809
,"2020","2020","Texas","48","25-29 years","25-29","Obesity II 35.0-39.9","5","At least one checked","0",57
,"2020","2020","Texas","48","25-29 years","25-29","Obesity II 35.0-39.9","5","None checked","1",9526
,"2020","2020","Texas","48","25-29 years","25-29","Extreme Obesity III > 39.9","6","At least one checked","0",36
,"2020","2020","Texas","48","25-29 years","25-29","Extreme Obesity III > 39.9","6","None checked","1",6676
,"2020","2020","Texas","48","25-29 years","25-29","Unknown or Not Stated","9","At least one checked","0",11
,"2020","2020","Texas","48","25-29 years","25-29","Unknown or Not Stated","9","None checked","1",869
,"2020","2020","Texas","48","30-34 years","30-34","Underweight <18.5","1","At least one checked","0",15
,"2020","2020","Texas","48","30-34 years","30-34","Underweight <18.5","1","None checked","1",1988
,"2020","2020","Texas","48","30-34 years","30-34","Normal 18.5-24.9","2","At least one checked","0",324
,"2020","2020","Texas","48","30-34 years","30-34","Normal 18.5-24.9","2","None checked","1",37292
,"2020","2020","Texas","48","30-34 years","30-34","Overweight 25.0-29.9","3","At least one checked","0",196
,"2020","2020","Texas","48","30-34 years","30-34","Overweight 25.0-29.9","3","None checked","1",27876
,"2020","2020","Texas","48","30-34 years","30-34","Obesity I 30.0-34.9","4","At least one checked","0",102
,"2020","2020","Texas","48","30-34 years","30-34","Obesity I 30.0-34.9","4","None checked","1",16314
,"2020","2020","Texas","48","30-34 years","30-34","Obesity II 35.0-39.9","5","At least one checked","0",50
,"2020","2020","Texas","48","30-34 years","30-34","Obesity II 35.0-39.9","5","None checked","1",8067
,"2020","2020","Texas","48","30-34 years","30-34","Extreme Obesity III > 39.9","6","At least one checked","0",40
,"2020","2020","Texas","48","30-34 years","30-34","Extreme Obesity III > 39.9","6","None checked","1",5440
,"2020","2020","Texas","48","30-34 years","30-34","Unknown or Not Stated","9","None checked","1",845
,"2020","2020","Texas","48","35-39 years","35-39","Underweight <18.5","1","None checked","1",849
,"2020","2020","Texas","48","35-39 years","35-39","Normal 18.5-24.9","2","At least one checked","0",135
,"2020","2020","Texas","48","35-39 years","35-39","Normal 18.5-24.9","2","None checked","1",17882
,"2020","2020","Texas","48","35-39 years","35-39","Overweight 25.0-29.9","3","At least one checked","0",94
,"2020","2020","Texas","48","35-39 years","35-39","Overweight 25.0-29.9","3","None checked","1",14599
,"2020","2020","Texas","48","35-39 years","35-39","Obesity I 30.0-34.9","4","At least one checked","0",64
,"2020","2020","Texas","48","35-39 years","35-39","Obesity I 30.0-34.9","4","None checked","1",8667
,"2020","2020","Texas","48","35-39 years","35-39","Obesity II 35.0-39.9","5","At least one checked","0",24
,"2020","2020","Texas","48","35-39 years","35-39","Obesity II 35.0-39.9","5","None checked","1",4086
,"2020","2020","Texas","48","35-39 years","35-39","Extreme Obesity III > 39.9","6","At least one checked","0",30
,"2020","2020","Texas","48","35-39 years","35-39","Extreme Obesity III > 39.9","6","None checked","1",2901
,"2020","2020","Texas","48","35-39 years","35-39","Unknown or Not Stated","9","At least one checked","0",10
,"2020","2020","Texas","48","35-39 years","35-39","Unknown or Not Stated","9","None checked","1",479
,"2020","2020","Texas","48","40-44 years","40-44","Underweight <18.5","1","None checked","1",146
,"2020","2020","Texas","48","40-44 years","40-44","Normal 18.5-24.9","2","At least one checked","0",22
,"2020","2020","Texas","48","40-44 years","40-44","Normal 18.5-24.9","2","None checked","1",3324
,"2020","2020","Texas","48","40-44 years","40-44","Overweight 25.0-29.9","3","At least one checked","0",29
,"2020","2020","Texas","48","40-44 years","40-44","Overweight 25.0-29.9","3","None checked","1",3106
,"2020","2020","Texas","48","40-44 years","40-44","Obesity I 30.0-34.9","4","At least one checked","0",18
,"2020","2020","Texas","48","40-44 years","40-44","Obesity I 30.0-34.9","4","None checked","1",1990
,"2020","2020","Texas","48","40-44 years","40-44","Obesity II 35.0-39.9","5","None checked","1",962
,"2020","2020","Texas","48","40-44 years","40-44","Extreme Obesity III > 39.9","6","None checked","1",645
,"2020","2020","Texas","48","40-44 years","40-44","Unknown or Not Stated","9","None checked","1",105
,"2020","2020","Texas","48","45-49 years","45-49","Normal 18.5-24.9","2","None checked","1",180
,"2020","2020","Texas","48","45-49 years","45-49","Overweight 25.0-29.9","3","None checked","1",210
,"2020","2020","Texas","48","45-49 years","45-49","Obesity I 30.0-34.9","4","None checked","1",137
,"2020","2020","Texas","48","45-49 years","45-49","Obesity II 35.0-39.9","5","None checked","1",48
,"2020","2020","Texas","48","45-49 years","45-49","Extreme Obesity III > 39.9","6","None checked","1",39
,"2020","2020","Texas","48","50 years and over","50+","Normal 18.5-24.9","2","None checked","1",19
,"2020","2020","Texas","48","50 years and over","50+","Overweight 25.0-29.9","3","None checked","1",21
,"2020","2020","Utah","49","15-19 years","15-19","Underweight <18.5","1","None checked","1",138
,"2020","2020","Utah","49","15-19 years","15-19","Normal 18.5-24.9","2","None checked","1",642
,"2020","2020","Utah","49","15-19 years","15-19","Overweight 25.0-29.9","3","None checked","1",324
,"2020","2020","Utah","49","15-19 years","15-19","Obesity I 30.0-34.9","4","None checked","1",113
,"2020","2020","Utah","49","15-19 years","15-19","Obesity II 35.0-39.9","5","None checked","1",55
,"2020","2020","Utah","49","15-19 years","15-19","Extreme Obesity III > 39.9","6","None checked","1",21
,"2020","2020","Utah","49","15-19 years","15-19","Unknown or Not Stated","9","None checked","1",48
,"2020","2020","Utah","49","20-24 years","20-24","Underweight <18.5","1","None checked","1",380
,"2020","2020","Utah","49","20-24 years","20-24","Normal 18.5-24.9","2","At least one checked","0",97
,"2020","2020","Utah","49","20-24 years","20-24","Normal 18.5-24.9","2","None checked","1",4300
,"2020","2020","Utah","49","20-24 years","20-24","Overweight 25.0-29.9","3","At least one checked","0",36
,"2020","2020","Utah","49","20-24 years","20-24","Overweight 25.0-29.9","3","None checked","1",2163
,"2020","2020","Utah","49","20-24 years","20-24","Obesity I 30.0-34.9","4","At least one checked","0",23
,"2020","2020","Utah","49","20-24 years","20-24","Obesity I 30.0-34.9","4","None checked","1",1144
,"2020","2020","Utah","49","20-24 years","20-24","Obesity II 35.0-39.9","5","None checked","1",502
,"2020","2020","Utah","49","20-24 years","20-24","Extreme Obesity III > 39.9","6","None checked","1",275
,"2020","2020","Utah","49","20-24 years","20-24","Unknown or Not Stated","9","None checked","1",121
,"2020","2020","Utah","49","25-29 years","25-29","Underweight <18.5","1","At least one checked","0",13
,"2020","2020","Utah","49","25-29 years","25-29","Underweight <18.5","1","None checked","1",471
,"2020","2020","Utah","49","25-29 years","25-29","Normal 18.5-24.9","2","At least one checked","0",157
,"2020","2020","Utah","49","25-29 years","25-29","Normal 18.5-24.9","2","None checked","1",7442
,"2020","2020","Utah","49","25-29 years","25-29","Overweight 25.0-29.9","3","At least one checked","0",86
,"2020","2020","Utah","49","25-29 years","25-29","Overweight 25.0-29.9","3","None checked","1",3892
,"2020","2020","Utah","49","25-29 years","25-29","Obesity I 30.0-34.9","4","At least one checked","0",27
,"2020","2020","Utah","49","25-29 years","25-29","Obesity I 30.0-34.9","4","None checked","1",2009
,"2020","2020","Utah","49","25-29 years","25-29","Obesity II 35.0-39.9","5","None checked","1",942
,"2020","2020","Utah","49","25-29 years","25-29","Extreme Obesity III > 39.9","6","At least one checked","0",14
,"2020","2020","Utah","49","25-29 years","25-29","Extreme Obesity III > 39.9","6","None checked","1",619
,"2020","2020","Utah","49","25-29 years","25-29","Unknown or Not Stated","9","None checked","1",177
,"2020","2020","Utah","49","30-34 years","30-34","Underweight <18.5","1","None checked","1",307
,"2020","2020","Utah","49","30-34 years","30-34","Normal 18.5-24.9","2","At least one checked","0",117
,"2020","2020","Utah","49","30-34 years","30-34","Normal 18.5-24.9","2","None checked","1",5602
,"2020","2020","Utah","49","30-34 years","30-34","Overweight 25.0-29.9","3","At least one checked","0",63
,"2020","2020","Utah","49","30-34 years","30-34","Overweight 25.0-29.9","3","None checked","1",3022
,"2020","2020","Utah","49","30-34 years","30-34","Obesity I 30.0-34.9","4","At least one checked","0",34
,"2020","2020","Utah","49","30-34 years","30-34","Obesity I 30.0-34.9","4","None checked","1",1664
,"2020","2020","Utah","49","30-34 years","30-34","Obesity II 35.0-39.9","5","At least one checked","0",15
,"2020","2020","Utah","49","30-34 years","30-34","Obesity II 35.0-39.9","5","None checked","1",833
,"2020","2020","Utah","49","30-34 years","30-34","Extreme Obesity III > 39.9","6","At least one checked","0",11
,"2020","2020","Utah","49","30-34 years","30-34","Extreme Obesity III > 39.9","6","None checked","1",563
,"2020","2020","Utah","49","30-34 years","30-34","Unknown or Not Stated","9","None checked","1",128
,"2020","2020","Utah","49","35-39 years","35-39","Underweight <18.5","1","None checked","1",127
,"2020","2020","Utah","49","35-39 years","35-39","Normal 18.5-24.9","2","At least one checked","0",48
,"2020","2020","Utah","49","35-39 years","35-39","Normal 18.5-24.9","2","None checked","1",2354
,"2020","2020","Utah","49","35-39 years","35-39","Overweight 25.0-29.9","3","At least one checked","0",31
,"2020","2020","Utah","49","35-39 years","35-39","Overweight 25.0-29.9","3","None checked","1",1441
,"2020","2020","Utah","49","35-39 years","35-39","Obesity I 30.0-34.9","4","At least one checked","0",14
,"2020","2020","Utah","49","35-39 years","35-39","Obesity I 30.0-34.9","4","None checked","1",880
,"2020","2020","Utah","49","35-39 years","35-39","Obesity II 35.0-39.9","5","None checked","1",441
,"2020","2020","Utah","49","35-39 years","35-39","Extreme Obesity III > 39.9","6","None checked","1",306
,"2020","2020","Utah","49","35-39 years","35-39","Unknown or Not Stated","9","None checked","1",96
,"2020","2020","Utah","49","40-44 years","40-44","Underweight <18.5","1","None checked","1",12
,"2020","2020","Utah","49","40-44 years","40-44","Normal 18.5-24.9","2","None checked","1",453
,"2020","2020","Utah","49","40-44 years","40-44","Overweight 25.0-29.9","3","None checked","1",357
,"2020","2020","Utah","49","40-44 years","40-44","Obesity I 30.0-34.9","4","None checked","1",169
,"2020","2020","Utah","49","40-44 years","40-44","Obesity II 35.0-39.9","5","None checked","1",96
,"2020","2020","Utah","49","40-44 years","40-44","Extreme Obesity III > 39.9","6","None checked","1",76
,"2020","2020","Utah","49","40-44 years","40-44","Unknown or Not Stated","9","None checked","1",23
,"2020","2020","Utah","49","45-49 years","45-49","Normal 18.5-24.9","2","None checked","1",22
,"2020","2020","Utah","49","45-49 years","45-49","Overweight 25.0-29.9","3","None checked","1",20
,"2020","2020","Utah","49","45-49 years","45-49","Obesity I 30.0-34.9","4","None checked","1",11
,"2020","2020","Vermont","50","15-19 years","15-19","Normal 18.5-24.9","2","None checked","1",64
,"2020","2020","Vermont","50","15-19 years","15-19","Overweight 25.0-29.9","3","None checked","1",29
,"2020","2020","Vermont","50","15-19 years","15-19","Obesity I 30.0-34.9","4","None checked","1",22
