"Notes","Year","Year Code","State of Residence","State of Residence Code","Month Prenatal Care Began","Month Prenatal Care Began Code","Delivery Method","Delivery Method Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2020","2020","North Dakota","38","9th month","09","Vaginal","1","None checked","1",70
,"2020","2020","North Dakota","38","9th month","09","Cesarean","2","None checked","1",27
,"2020","2020","North Dakota","38","Unknown or Not Stated","99","Vaginal","1","None checked","1",205
,"2020","2020","North Dakota","38","Unknown or Not Stated","99","Cesarean","2","At least one checked","0",10
,"2020","2020","North Dakota","38","Unknown or Not Stated","99","Cesarean","2","None checked","1",84
,"2020","2020","Ohio","39","No prenatal care","00","Vaginal","1","At least one checked","0",23
,"2020","2020","Ohio","39","No prenatal care","00","Vaginal","1","None checked","1",1332
,"2020","2020","Ohio","39","No prenatal care","00","Cesarean","2","At least one checked","0",28
,"2020","2020","Ohio","39","No prenatal care","00","Cesarean","2","None checked","1",497
,"2020","2020","Ohio","39","1st month","01","Vaginal","1","At least one checked","0",30
,"2020","2020","Ohio","39","1st month","01","Vaginal","1","None checked","1",1609
,"2020","2020","Ohio","39","1st month","01","Cesarean","2","At least one checked","0",16
,"2020","2020","Ohio","39","1st month","01","Cesarean","2","None checked","1",815
,"2020","2020","Ohio","39","2nd month","02","Vaginal","1","At least one checked","0",700
,"2020","2020","Ohio","39","2nd month","02","Vaginal","1","None checked","1",33303
,"2020","2020","Ohio","39","2nd month","02","Cesarean","2","At least one checked","0",273
,"2020","2020","Ohio","39","2nd month","02","Cesarean","2","None checked","1",15713
,"2020","2020","Ohio","39","2nd month","02","Unknown or Not Stated","9","None checked","1",16
,"2020","2020","Ohio","39","3rd month","03","Vaginal","1","At least one checked","0",661
,"2020","2020","Ohio","39","3rd month","03","Vaginal","1","None checked","1",31221
,"2020","2020","Ohio","39","3rd month","03","Cesarean","2","At least one checked","0",240
,"2020","2020","Ohio","39","3rd month","03","Cesarean","2","None checked","1",14636
,"2020","2020","Ohio","39","4th month","04","Vaginal","1","At least one checked","0",145
,"2020","2020","Ohio","39","4th month","04","Vaginal","1","None checked","1",8369
,"2020","2020","Ohio","39","4th month","04","Cesarean","2","At least one checked","0",75
,"2020","2020","Ohio","39","4th month","04","Cesarean","2","None checked","1",3537
,"2020","2020","Ohio","39","5th month","05","Vaginal","1","At least one checked","0",62
,"2020","2020","Ohio","39","5th month","05","Vaginal","1","None checked","1",4187
,"2020","2020","Ohio","39","5th month","05","Cesarean","2","At least one checked","0",46
,"2020","2020","Ohio","39","5th month","05","Cesarean","2","None checked","1",1759
,"2020","2020","Ohio","39","6th month","06","Vaginal","1","At least one checked","0",41
,"2020","2020","Ohio","39","6th month","06","Vaginal","1","None checked","1",2481
,"2020","2020","Ohio","39","6th month","06","Cesarean","2","At least one checked","0",28
,"2020","2020","Ohio","39","6th month","06","Cesarean","2","None checked","1",981
,"2020","2020","Ohio","39","7th month","07","Vaginal","1","At least one checked","0",26
,"2020","2020","Ohio","39","7th month","07","Vaginal","1","None checked","1",1890
,"2020","2020","Ohio","39","7th month","07","Cesarean","2","At least one checked","0",15
,"2020","2020","Ohio","39","7th month","07","Cesarean","2","None checked","1",732
,"2020","2020","Ohio","39","8th month","08","Vaginal","1","At least one checked","0",20
,"2020","2020","Ohio","39","8th month","08","Vaginal","1","None checked","1",1336
,"2020","2020","Ohio","39","8th month","08","Cesarean","2","At least one checked","0",16
,"2020","2020","Ohio","39","8th month","08","Cesarean","2","None checked","1",500
,"2020","2020","Ohio","39","9th month","09","Vaginal","1","None checked","1",516
,"2020","2020","Ohio","39","9th month","09","Cesarean","2","None checked","1",179
,"2020","2020","Ohio","39","10th month","10","Vaginal","1","None checked","1",12
,"2020","2020","Ohio","39","Unknown or Not Stated","99","Vaginal","1","At least one checked","0",17
,"2020","2020","Ohio","39","Unknown or Not Stated","99","Vaginal","1","None checked","1",669
,"2020","2020","Ohio","39","Unknown or Not Stated","99","Cesarean","2","None checked","1",340
,"2020","2020","Ohio","39","Unknown or Not Stated","99","Unknown or Not Stated","9","None checked","1",19
,"2020","2020","Oklahoma","40","No prenatal care","00","Vaginal","1","At least one checked","0",14
,"2020","2020","Oklahoma","40","No prenatal care","00","Vaginal","1","None checked","1",632
,"2020","2020","Oklahoma","40","No prenatal care","00","Cesarean","2","At least one checked","0",17
,"2020","2020","Oklahoma","40","No prenatal care","00","Cesarean","2","None checked","1",229
,"2020","2020","Oklahoma","40","1st month","01","Vaginal","1","At least one checked","0",15
,"2020","2020","Oklahoma","40","1st month","01","Vaginal","1","None checked","1",1213
,"2020","2020","Oklahoma","40","1st month","01","Cesarean","2","At least one checked","0",16
,"2020","2020","Oklahoma","40","1st month","01","Cesarean","2","None checked","1",682
,"2020","2020","Oklahoma","40","2nd month","02","Vaginal","1","At least one checked","0",200
,"2020","2020","Oklahoma","40","2nd month","02","Vaginal","1","None checked","1",12133
,"2020","2020","Oklahoma","40","2nd month","02","Cesarean","2","At least one checked","0",86
,"2020","2020","Oklahoma","40","2nd month","02","Cesarean","2","None checked","1",5954
,"2020","2020","Oklahoma","40","3rd month","03","Vaginal","1","At least one checked","0",159
,"2020","2020","Oklahoma","40","3rd month","03","Vaginal","1","None checked","1",10173
,"2020","2020","Oklahoma","40","3rd month","03","Cesarean","2","At least one checked","0",72
,"2020","2020","Oklahoma","40","3rd month","03","Cesarean","2","None checked","1",4769
,"2020","2020","Oklahoma","40","4th month","04","Vaginal","1","At least one checked","0",47
,"2020","2020","Oklahoma","40","4th month","04","Vaginal","1","None checked","1",3073
,"2020","2020","Oklahoma","40","4th month","04","Cesarean","2","At least one checked","0",31
,"2020","2020","Oklahoma","40","4th month","04","Cesarean","2","None checked","1",1377
,"2020","2020","Oklahoma","40","5th month","05","Vaginal","1","At least one checked","0",16
,"2020","2020","Oklahoma","40","5th month","05","Vaginal","1","None checked","1",1628
,"2020","2020","Oklahoma","40","5th month","05","Cesarean","2","At least one checked","0",14
,"2020","2020","Oklahoma","40","5th month","05","Cesarean","2","None checked","1",664
,"2020","2020","Oklahoma","40","6th month","06","Vaginal","1","At least one checked","0",14
,"2020","2020","Oklahoma","40","6th month","06","Vaginal","1","None checked","1",907
,"2020","2020","Oklahoma","40","6th month","06","Cesarean","2","None checked","1",372
,"2020","2020","Oklahoma","40","7th month","07","Vaginal","1","At least one checked","0",12
,"2020","2020","Oklahoma","40","7th month","07","Vaginal","1","None checked","1",761
,"2020","2020","Oklahoma","40","7th month","07","Cesarean","2","None checked","1",347
,"2020","2020","Oklahoma","40","8th month","08","Vaginal","1","At least one checked","0",10
,"2020","2020","Oklahoma","40","8th month","08","Vaginal","1","None checked","1",573
,"2020","2020","Oklahoma","40","8th month","08","Cesarean","2","None checked","1",267
,"2020","2020","Oklahoma","40","9th month","09","Vaginal","1","None checked","1",201
,"2020","2020","Oklahoma","40","9th month","09","Cesarean","2","None checked","1",94
,"2020","2020","Oklahoma","40","Unknown or Not Stated","99","Vaginal","1","None checked","1",532
,"2020","2020","Oklahoma","40","Unknown or Not Stated","99","Cesarean","2","None checked","1",275
,"2020","2020","Oregon","41","No prenatal care","00","Vaginal","1","None checked","1",262
,"2020","2020","Oregon","41","No prenatal care","00","Cesarean","2","None checked","1",72
,"2020","2020","Oregon","41","1st month","01","Vaginal","1","At least one checked","0",19
,"2020","2020","Oregon","41","1st month","01","Vaginal","1","None checked","1",951
,"2020","2020","Oregon","41","1st month","01","Cesarean","2","None checked","1",435
,"2020","2020","Oregon","41","2nd month","02","Vaginal","1","At least one checked","0",289
,"2020","2020","Oregon","41","2nd month","02","Vaginal","1","None checked","1",12795
,"2020","2020","Oregon","41","2nd month","02","Vaginal","1","Unknown or Not Stated","9",46
,"2020","2020","Oregon","41","2nd month","02","Cesarean","2","At least one checked","0",61
,"2020","2020","Oregon","41","2nd month","02","Cesarean","2","None checked","1",5259
,"2020","2020","Oregon","41","2nd month","02","Cesarean","2","Unknown or Not Stated","9",20
,"2020","2020","Oregon","41","3rd month","03","Vaginal","1","At least one checked","0",190
,"2020","2020","Oregon","41","3rd month","03","Vaginal","1","None checked","1",9030
,"2020","2020","Oregon","41","3rd month","03","Vaginal","1","Unknown or Not Stated","9",27
,"2020","2020","Oregon","41","3rd month","03","Cesarean","2","At least one checked","0",60
,"2020","2020","Oregon","41","3rd month","03","Cesarean","2","None checked","1",3755
,"2020","2020","Oregon","41","3rd month","03","Cesarean","2","Unknown or Not Stated","9",15
,"2020","2020","Oregon","41","4th month","04","Vaginal","1","At least one checked","0",31
,"2020","2020","Oregon","41","4th month","04","Vaginal","1","None checked","1",2027
,"2020","2020","Oregon","41","4th month","04","Cesarean","2","At least one checked","0",13
,"2020","2020","Oregon","41","4th month","04","Cesarean","2","None checked","1",742
,"2020","2020","Oregon","41","5th month","05","Vaginal","1","At least one checked","0",16
,"2020","2020","Oregon","41","5th month","05","Vaginal","1","None checked","1",979
,"2020","2020","Oregon","41","5th month","05","Cesarean","2","None checked","1",421
,"2020","2020","Oregon","41","6th month","06","Vaginal","1","None checked","1",582
,"2020","2020","Oregon","41","6th month","06","Cesarean","2","None checked","1",203
,"2020","2020","Oregon","41","7th month","07","Vaginal","1","None checked","1",444
,"2020","2020","Oregon","41","7th month","07","Cesarean","2","None checked","1",153
,"2020","2020","Oregon","41","8th month","08","Vaginal","1","None checked","1",345
,"2020","2020","Oregon","41","8th month","08","Cesarean","2","None checked","1",118
,"2020","2020","Oregon","41","9th month","09","Vaginal","1","None checked","1",131
,"2020","2020","Oregon","41","9th month","09","Cesarean","2","None checked","1",56
,"2020","2020","Oregon","41","Unknown or Not Stated","99","Vaginal","1","None checked","1",127
,"2020","2020","Oregon","41","Unknown or Not Stated","99","Cesarean","2","None checked","1",49
,"2020","2020","Pennsylvania","42","No prenatal care","00","Vaginal","1","At least one checked","0",20
,"2020","2020","Pennsylvania","42","No prenatal care","00","Vaginal","1","None checked","1",1675
,"2020","2020","Pennsylvania","42","No prenatal care","00","Cesarean","2","At least one checked","0",10
,"2020","2020","Pennsylvania","42","No prenatal care","00","Cesarean","2","None checked","1",558
,"2020","2020","Pennsylvania","42","1st month","01","Vaginal","1","At least one checked","0",39
,"2020","2020","Pennsylvania","42","1st month","01","Vaginal","1","None checked","1",2831
,"2020","2020","Pennsylvania","42","1st month","01","Cesarean","2","At least one checked","0",38
,"2020","2020","Pennsylvania","42","1st month","01","Cesarean","2","None checked","1",1366
,"2020","2020","Pennsylvania","42","2nd month","02","Vaginal","1","At least one checked","0",626
,"2020","2020","Pennsylvania","42","2nd month","02","Vaginal","1","None checked","1",32567
,"2020","2020","Pennsylvania","42","2nd month","02","Cesarean","2","At least one checked","0",178
,"2020","2020","Pennsylvania","42","2nd month","02","Cesarean","2","None checked","1",15089
,"2020","2020","Pennsylvania","42","3rd month","03","Vaginal","1","At least one checked","0",746
,"2020","2020","Pennsylvania","42","3rd month","03","Vaginal","1","None checked","1",30139
,"2020","2020","Pennsylvania","42","3rd month","03","Cesarean","2","At least one checked","0",131
,"2020","2020","Pennsylvania","42","3rd month","03","Cesarean","2","None checked","1",13982
,"2020","2020","Pennsylvania","42","4th month","04","Vaginal","1","At least one checked","0",135
,"2020","2020","Pennsylvania","42","4th month","04","Vaginal","1","None checked","1",7657
,"2020","2020","Pennsylvania","42","4th month","04","Cesarean","2","At least one checked","0",33
,"2020","2020","Pennsylvania","42","4th month","04","Cesarean","2","None checked","1",2915
,"2020","2020","Pennsylvania","42","5th month","05","Vaginal","1","At least one checked","0",62
,"2020","2020","Pennsylvania","42","5th month","05","Vaginal","1","None checked","1",4199
,"2020","2020","Pennsylvania","42","5th month","05","Cesarean","2","At least one checked","0",25
,"2020","2020","Pennsylvania","42","5th month","05","Cesarean","2","None checked","1",1625
,"2020","2020","Pennsylvania","42","6th month","06","Vaginal","1","At least one checked","0",23
,"2020","2020","Pennsylvania","42","6th month","06","Vaginal","1","None checked","1",2574
,"2020","2020","Pennsylvania","42","6th month","06","Cesarean","2","None checked","1",976
,"2020","2020","Pennsylvania","42","7th month","07","Vaginal","1","At least one checked","0",30
,"2020","2020","Pennsylvania","42","7th month","07","Vaginal","1","None checked","1",1958
,"2020","2020","Pennsylvania","42","7th month","07","Cesarean","2","At least one checked","0",12
,"2020","2020","Pennsylvania","42","7th month","07","Cesarean","2","None checked","1",768
,"2020","2020","Pennsylvania","42","8th month","08","Vaginal","1","At least one checked","0",20
,"2020","2020","Pennsylvania","42","8th month","08","Vaginal","1","None checked","1",1583
,"2020","2020","Pennsylvania","42","8th month","08","Cesarean","2","None checked","1",609
,"2020","2020","Pennsylvania","42","9th month","09","Vaginal","1","At least one checked","0",13
,"2020","2020","Pennsylvania","42","9th month","09","Vaginal","1","None checked","1",633
,"2020","2020","Pennsylvania","42","9th month","09","Cesarean","2","None checked","1",254
,"2020","2020","Pennsylvania","42","Unknown or Not Stated","99","Vaginal","1","At least one checked","0",55
,"2020","2020","Pennsylvania","42","Unknown or Not Stated","99","Vaginal","1","None checked","1",3144
,"2020","2020","Pennsylvania","42","Unknown or Not Stated","99","Cesarean","2","At least one checked","0",35
,"2020","2020","Pennsylvania","42","Unknown or Not Stated","99","Cesarean","2","None checked","1",1296
,"2020","2020","Pennsylvania","42","Unknown or Not Stated","99","Unknown or Not Stated","9","Unknown or Not Stated","9",33
,"2020","2020","Rhode Island","44","No prenatal care","00","Vaginal","1","None checked","1",21
,"2020","2020","Rhode Island","44","1st month","01","Vaginal","1","None checked","1",172
,"2020","2020","Rhode Island","44","1st month","01","Cesarean","2","None checked","1",81
,"2020","2020","Rhode Island","44","2nd month","02","Vaginal","1","At least one checked","0",36
,"2020","2020","Rhode Island","44","2nd month","02","Vaginal","1","None checked","1",2313
,"2020","2020","Rhode Island","44","2nd month","02","Cesarean","2","At least one checked","0",21
,"2020","2020","Rhode Island","44","2nd month","02","Cesarean","2","None checked","1",1143
,"2020","2020","Rhode Island","44","3rd month","03","Vaginal","1","At least one checked","0",56
,"2020","2020","Rhode Island","44","3rd month","03","Vaginal","1","None checked","1",2927
,"2020","2020","Rhode Island","44","3rd month","03","Cesarean","2","At least one checked","0",27
,"2020","2020","Rhode Island","44","3rd month","03","Cesarean","2","None checked","1",1463
,"2020","2020","Rhode Island","44","4th month","04","Vaginal","1","None checked","1",623
,"2020","2020","Rhode Island","44","4th month","04","Cesarean","2","None checked","1",343
,"2020","2020","Rhode Island","44","5th month","05","Vaginal","1","None checked","1",156
,"2020","2020","Rhode Island","44","5th month","05","Cesarean","2","None checked","1",80
,"2020","2020","Rhode Island","44","6th month","06","Vaginal","1","None checked","1",67
,"2020","2020","Rhode Island","44","6th month","06","Cesarean","2","None checked","1",22
,"2020","2020","Rhode Island","44","7th month","07","Vaginal","1","None checked","1",40
,"2020","2020","Rhode Island","44","7th month","07","Cesarean","2","None checked","1",19
,"2020","2020","Rhode Island","44","8th month","08","Vaginal","1","None checked","1",30
,"2020","2020","Rhode Island","44","Unknown or Not Stated","99","Vaginal","1","None checked","1",243
,"2020","2020","Rhode Island","44","Unknown or Not Stated","99","Cesarean","2","None checked","1",137
,"2020","2020","South Carolina","45","No prenatal care","00","Vaginal","1","At least one checked","0",12
,"2020","2020","South Carolina","45","No prenatal care","00","Vaginal","1","None checked","1",796
,"2020","2020","South Carolina","45","No prenatal care","00","Cesarean","2","None checked","1",325
,"2020","2020","South Carolina","45","1st month","01","Vaginal","1","None checked","1",996
,"2020","2020","South Carolina","45","1st month","01","Cesarean","2","None checked","1",564
,"2020","2020","South Carolina","45","2nd month","02","Vaginal","1","At least one checked","0",199
,"2020","2020","South Carolina","45","2nd month","02","Vaginal","1","None checked","1",15024
,"2020","2020","South Carolina","45","2nd month","02","Cesarean","2","At least one checked","0",69
,"2020","2020","South Carolina","45","2nd month","02","Cesarean","2","None checked","1",7966
,"2020","2020","South Carolina","45","3rd month","03","Vaginal","1","At least one checked","0",155
,"2020","2020","South Carolina","45","3rd month","03","Vaginal","1","None checked","1",11454
,"2020","2020","South Carolina","45","3rd month","03","Cesarean","2","At least one checked","0",49
,"2020","2020","South Carolina","45","3rd month","03","Cesarean","2","None checked","1",5793
,"2020","2020","South Carolina","45","4th month","04","Vaginal","1","At least one checked","0",37
,"2020","2020","South Carolina","45","4th month","04","Vaginal","1","None checked","1",3281
,"2020","2020","South Carolina","45","4th month","04","Cesarean","2","At least one checked","0",18
,"2020","2020","South Carolina","45","4th month","04","Cesarean","2","None checked","1",1498
,"2020","2020","South Carolina","45","5th month","05","Vaginal","1","At least one checked","0",15
,"2020","2020","South Carolina","45","5th month","05","Vaginal","1","None checked","1",1940
,"2020","2020","South Carolina","45","5th month","05","Cesarean","2","At least one checked","0",15
,"2020","2020","South Carolina","45","5th month","05","Cesarean","2","None checked","1",883
,"2020","2020","South Carolina","45","6th month","06","Vaginal","1","At least one checked","0",14
,"2020","2020","South Carolina","45","6th month","06","Vaginal","1","None checked","1",1218
,"2020","2020","South Carolina","45","6th month","06","Cesarean","2","None checked","1",515
,"2020","2020","South Carolina","45","7th month","07","Vaginal","1","None checked","1",897
,"2020","2020","South Carolina","45","7th month","07","Cesarean","2","None checked","1",449
,"2020","2020","South Carolina","45","8th month","08","Vaginal","1","None checked","1",634
,"2020","2020","South Carolina","45","8th month","08","Cesarean","2","None checked","1",317
,"2020","2020","South Carolina","45","9th month","09","Vaginal","1","None checked","1",269
,"2020","2020","South Carolina","45","9th month","09","Cesarean","2","None checked","1",99
,"2020","2020","South Carolina","45","Unknown or Not Stated","99","Vaginal","1","None checked","1",86
,"2020","2020","South Carolina","45","Unknown or Not Stated","99","Cesarean","2","None checked","1",40
,"2020","2020","South Dakota","46","No prenatal care","00","Vaginal","1","None checked","1",84
,"2020","2020","South Dakota","46","No prenatal care","00","Cesarean","2","None checked","1",28
,"2020","2020","South Dakota","46","1st month","01","Vaginal","1","None checked","1",115
,"2020","2020","South Dakota","46","1st month","01","Cesarean","2","None checked","1",32
,"2020","2020","South Dakota","46","2nd month","02","Vaginal","1","At least one checked","0",56
,"2020","2020","South Dakota","46","2nd month","02","Vaginal","1","None checked","1",3441
,"2020","2020","South Dakota","46","2nd month","02","Cesarean","2","None checked","1",1122
,"2020","2020","South Dakota","46","3rd month","03","Vaginal","1","At least one checked","0",33
,"2020","2020","South Dakota","46","3rd month","03","Vaginal","1","None checked","1",2732
,"2020","2020","South Dakota","46","3rd month","03","Cesarean","2","None checked","1",918
,"2020","2020","South Dakota","46","4th month","04","Vaginal","1","None checked","1",699
,"2020","2020","South Dakota","46","4th month","04","Cesarean","2","None checked","1",219
,"2020","2020","South Dakota","46","5th month","05","Vaginal","1","None checked","1",390
,"2020","2020","South Dakota","46","5th month","05","Cesarean","2","None checked","1",111
,"2020","2020","South Dakota","46","6th month","06","Vaginal","1","None checked","1",242
,"2020","2020","South Dakota","46","6th month","06","Cesarean","2","None checked","1",96
,"2020","2020","South Dakota","46","7th month","07","Vaginal","1","None checked","1",170
,"2020","2020","South Dakota","46","7th month","07","Cesarean","2","None checked","1",53
,"2020","2020","South Dakota","46","8th month","08","Vaginal","1","None checked","1",141
,"2020","2020","South Dakota","46","8th month","08","Cesarean","2","None checked","1",53
,"2020","2020","South Dakota","46","9th month","09","Vaginal","1","None checked","1",54
,"2020","2020","South Dakota","46","9th month","09","Cesarean","2","None checked","1",26
,"2020","2020","South Dakota","46","Unknown or Not Stated","99","Vaginal","1","None checked","1",68
,"2020","2020","South Dakota","46","Unknown or Not Stated","99","Cesarean","2","None checked","1",16
,"2020","2020","Tennessee","47","No prenatal care","00","Vaginal","1","At least one checked","0",116
,"2020","2020","Tennessee","47","No prenatal care","00","Vaginal","1","None checked","1",1238
,"2020","2020","Tennessee","47","No prenatal care","00","Cesarean","2","At least one checked","0",12
,"2020","2020","Tennessee","47","No prenatal care","00","Cesarean","2","None checked","1",400
,"2020","2020","Tennessee","47","1st month","01","Vaginal","1","At least one checked","0",56
,"2020","2020","Tennessee","47","1st month","01","Vaginal","1","None checked","1",2060
,"2020","2020","Tennessee","47","1st month","01","Cesarean","2","At least one checked","0",14
,"2020","2020","Tennessee","47","1st month","01","Cesarean","2","None checked","1",1103
,"2020","2020","Tennessee","47","2nd month","02","Vaginal","1","At least one checked","0",601
,"2020","2020","Tennessee","47","2nd month","02","Vaginal","1","None checked","1",18034
,"2020","2020","Tennessee","47","2nd month","02","Cesarean","2","At least one checked","0",119
,"2020","2020","Tennessee","47","2nd month","02","Cesarean","2","None checked","1",9252
,"2020","2020","Tennessee","47","3rd month","03","Vaginal","1","At least one checked","0",383
,"2020","2020","Tennessee","47","3rd month","03","Vaginal","1","None checked","1",17161
,"2020","2020","Tennessee","47","3rd month","03","Cesarean","2","At least one checked","0",103
,"2020","2020","Tennessee","47","3rd month","03","Cesarean","2","None checked","1",8192
,"2020","2020","Tennessee","47","4th month","04","Vaginal","1","At least one checked","0",70
,"2020","2020","Tennessee","47","4th month","04","Vaginal","1","None checked","1",5433
,"2020","2020","Tennessee","47","4th month","04","Cesarean","2","At least one checked","0",52
,"2020","2020","Tennessee","47","4th month","04","Cesarean","2","None checked","1",2521
,"2020","2020","Tennessee","47","5th month","05","Vaginal","1","At least one checked","0",36
,"2020","2020","Tennessee","47","5th month","05","Vaginal","1","None checked","1",2829
,"2020","2020","Tennessee","47","5th month","05","Cesarean","2","At least one checked","0",13
,"2020","2020","Tennessee","47","5th month","05","Cesarean","2","None checked","1",1231
,"2020","2020","Tennessee","47","6th month","06","Vaginal","1","At least one checked","0",28
,"2020","2020","Tennessee","47","6th month","06","Vaginal","1","None checked","1",1817
,"2020","2020","Tennessee","47","6th month","06","Cesarean","2","At least one checked","0",18
,"2020","2020","Tennessee","47","6th month","06","Cesarean","2","None checked","1",793
,"2020","2020","Tennessee","47","7th month","07","Vaginal","1","At least one checked","0",13
,"2020","2020","Tennessee","47","7th month","07","Vaginal","1","None checked","1",1352
,"2020","2020","Tennessee","47","7th month","07","Cesarean","2","At least one checked","0",11
,"2020","2020","Tennessee","47","7th month","07","Cesarean","2","None checked","1",571
,"2020","2020","Tennessee","47","8th month","08","Vaginal","1","At least one checked","0",15
,"2020","2020","Tennessee","47","8th month","08","Vaginal","1","None checked","1",918
,"2020","2020","Tennessee","47","8th month","08","Cesarean","2","None checked","1",355
,"2020","2020","Tennessee","47","9th month","09","Vaginal","1","None checked","1",337
,"2020","2020","Tennessee","47","9th month","09","Cesarean","2","None checked","1",124
,"2020","2020","Tennessee","47","Unknown or Not Stated","99","Vaginal","1","At least one checked","0",15
,"2020","2020","Tennessee","47","Unknown or Not Stated","99","Vaginal","1","None checked","1",890
,"2020","2020","Tennessee","47","Unknown or Not Stated","99","Cesarean","2","None checked","1",374
,"2020","2020","Texas","48","No prenatal care","00","Vaginal","1","At least one checked","0",56
,"2020","2020","Texas","48","No prenatal care","00","Vaginal","1","None checked","1",9898
,"2020","2020","Texas","48","No prenatal care","00","Cesarean","2","At least one checked","0",52
,"2020","2020","Texas","48","No prenatal care","00","Cesarean","2","None checked","1",4386
,"2020","2020","Texas","48","No prenatal care","00","Unknown or Not Stated","9","None checked","1",16
,"2020","2020","Texas","48","1st month","01","Vaginal","1","At least one checked","0",75
,"2020","2020","Texas","48","1st month","01","Vaginal","1","None checked","1",16015
,"2020","2020","Texas","48","1st month","01","Cesarean","2","At least one checked","0",70
,"2020","2020","Texas","48","1st month","01","Cesarean","2","None checked","1",10438
,"2020","2020","Texas","48","1st month","01","Unknown or Not Stated","9","None checked","1",20
,"2020","2020","Texas","48","2nd month","02","Vaginal","1","At least one checked","0",588
,"2020","2020","Texas","48","2nd month","02","Vaginal","1","None checked","1",75991
,"2020","2020","Texas","48","2nd month","02","Cesarean","2","At least one checked","0",261
,"2020","2020","Texas","48","2nd month","02","Cesarean","2","None checked","1",41263
,"2020","2020","Texas","48","2nd month","02","Unknown or Not Stated","9","None checked","1",68
,"2020","2020","Texas","48","3rd month","03","Vaginal","1","At least one checked","0",580
,"2020","2020","Texas","48","3rd month","03","Vaginal","1","None checked","1",68373
,"2020","2020","Texas","48","3rd month","03","Cesarean","2","At least one checked","0",249
,"2020","2020","Texas","48","3rd month","03","Cesarean","2","None checked","1",36477
,"2020","2020","Texas","48","3rd month","03","Unknown or Not Stated","9","None checked","1",70
,"2020","2020","Texas","48","4th month","04","Vaginal","1","At least one checked","0",215
,"2020","2020","Texas","48","4th month","04","Vaginal","1","None checked","1",26574
,"2020","2020","Texas","48","4th month","04","Cesarean","2","At least one checked","0",123
,"2020","2020","Texas","48","4th month","04","Cesarean","2","None checked","1",13394
,"2020","2020","Texas","48","4th month","04","Unknown or Not Stated","9","None checked","1",29
,"2020","2020","Texas","48","5th month","05","Vaginal","1","At least one checked","0",100
,"2020","2020","Texas","48","5th month","05","Vaginal","1","None checked","1",13796
,"2020","2020","Texas","48","5th month","05","Cesarean","2","At least one checked","0",84
,"2020","2020","Texas","48","5th month","05","Cesarean","2","None checked","1",6771
,"2020","2020","Texas","48","5th month","05","Unknown or Not Stated","9","None checked","1",10
,"2020","2020","Texas","48","6th month","06","Vaginal","1","At least one checked","0",50
,"2020","2020","Texas","48","6th month","06","Vaginal","1","None checked","1",8479
,"2020","2020","Texas","48","6th month","06","Cesarean","2","At least one checked","0",50
,"2020","2020","Texas","48","6th month","06","Cesarean","2","None checked","1",4063
,"2020","2020","Texas","48","7th month","07","Vaginal","1","At least one checked","0",45
,"2020","2020","Texas","48","7th month","07","Vaginal","1","None checked","1",6539
,"2020","2020","Texas","48","7th month","07","Cesarean","2","At least one checked","0",34
,"2020","2020","Texas","48","7th month","07","Cesarean","2","None checked","1",3078
,"2020","2020","Texas","48","8th month","08","Vaginal","1","At least one checked","0",39
,"2020","2020","Texas","48","8th month","08","Vaginal","1","None checked","1",4682
,"2020","2020","Texas","48","8th month","08","Cesarean","2","At least one checked","0",24
,"2020","2020","Texas","48","8th month","08","Cesarean","2","None checked","1",2279
,"2020","2020","Texas","48","9th month","09","Vaginal","1","At least one checked","0",15
,"2020","2020","Texas","48","9th month","09","Vaginal","1","None checked","1",3014
,"2020","2020","Texas","48","9th month","09","Cesarean","2","None checked","1",1485
,"2020","2020","Texas","48","10th month","10","Vaginal","1","None checked","1",48
,"2020","2020","Texas","48","10th month","10","Cesarean","2","None checked","1",33
,"2020","2020","Texas","48","Unknown or Not Stated","99","Vaginal","1","At least one checked","0",27
,"2020","2020","Texas","48","Unknown or Not Stated","99","Vaginal","1","None checked","1",5075
,"2020","2020","Texas","48","Unknown or Not Stated","99","Cesarean","2","At least one checked","0",39
,"2020","2020","Texas","48","Unknown or Not Stated","99","Cesarean","2","None checked","1",2917
,"2020","2020","Texas","48","Unknown or Not Stated","99","Unknown or Not Stated","9","None checked","1",92
,"2020","2020","Utah","49","No prenatal care","00","Vaginal","1","None checked","1",217
,"2020","2020","Utah","49","No prenatal care","00","Cesarean","2","None checked","1",67
,"2020","2020","Utah","49","1st month","01","Vaginal","1","At least one checked","0",12
,"2020","2020","Utah","49","1st month","01","Vaginal","1","None checked","1",669
,"2020","2020","Utah","49","1st month","01","Cesarean","2","None checked","1",247
,"2020","2020","Utah","49","2nd month","02","Vaginal","1","At least one checked","0",283
,"2020","2020","Utah","49","2nd month","02","Vaginal","1","None checked","1",13886
,"2020","2020","Utah","49","2nd month","02","Cesarean","2","At least one checked","0",99
,"2020","2020","Utah","49","2nd month","02","Cesarean","2","None checked","1",4212
,"2020","2020","Utah","49","3rd month","03","Vaginal","1","At least one checked","0",230
,"2020","2020","Utah","49","3rd month","03","Vaginal","1","None checked","1",13412
,"2020","2020","Utah","49","3rd month","03","Cesarean","2","At least one checked","0",93
,"2020","2020","Utah","49","3rd month","03","Cesarean","2","None checked","1",3911
,"2020","2020","Utah","49","4th month","04","Vaginal","1","At least one checked","0",48
