"Notes","Year","Year Code","State of Residence","State of Residence Code","Month Prenatal Care Began","Month Prenatal Care Began Code","Delivery Method","Delivery Method Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2023","2023","Washington","53","3rd month","03","Cesarean","2","Unknown or Not Stated","9",55
,"2023","2023","Washington","53","3rd month","03","Unknown or Not Stated","9","None checked","1",55
,"2023","2023","Washington","53","3rd month","03","Unknown or Not Stated","9","Unknown or Not Stated","9",26
,"2023","2023","Washington","53","4th month","04","Vaginal","1","At least one checked","0",114
,"2023","2023","Washington","53","4th month","04","Vaginal","1","None checked","1",5318
,"2023","2023","Washington","53","4th month","04","Vaginal","1","Unknown or Not Stated","9",21
,"2023","2023","Washington","53","4th month","04","Cesarean","2","At least one checked","0",36
,"2023","2023","Washington","53","4th month","04","Cesarean","2","None checked","1",2130
,"2023","2023","Washington","53","5th month","05","Vaginal","1","At least one checked","0",62
,"2023","2023","Washington","53","5th month","05","Vaginal","1","None checked","1",2420
,"2023","2023","Washington","53","5th month","05","Cesarean","2","At least one checked","0",20
,"2023","2023","Washington","53","5th month","05","Cesarean","2","None checked","1",1058
,"2023","2023","Washington","53","6th month","06","Vaginal","1","At least one checked","0",36
,"2023","2023","Washington","53","6th month","06","Vaginal","1","None checked","1",1538
,"2023","2023","Washington","53","6th month","06","Cesarean","2","None checked","1",722
,"2023","2023","Washington","53","7th month","07","Vaginal","1","At least one checked","0",29
,"2023","2023","Washington","53","7th month","07","Vaginal","1","None checked","1",1396
,"2023","2023","Washington","53","7th month","07","Cesarean","2","At least one checked","0",11
,"2023","2023","Washington","53","7th month","07","Cesarean","2","None checked","1",589
,"2023","2023","Washington","53","8th month","08","Vaginal","1","At least one checked","0",20
,"2023","2023","Washington","53","8th month","08","Vaginal","1","None checked","1",1068
,"2023","2023","Washington","53","8th month","08","Cesarean","2","None checked","1",426
,"2023","2023","Washington","53","9th month","09","Vaginal","1","None checked","1",444
,"2023","2023","Washington","53","9th month","09","Cesarean","2","None checked","1",159
,"2023","2023","Washington","53","Unknown or Not Stated","99","Vaginal","1","At least one checked","0",59
,"2023","2023","Washington","53","Unknown or Not Stated","99","Vaginal","1","None checked","1",3924
,"2023","2023","Washington","53","Unknown or Not Stated","99","Vaginal","1","Unknown or Not Stated","9",27
,"2023","2023","Washington","53","Unknown or Not Stated","99","Cesarean","2","At least one checked","0",37
,"2023","2023","Washington","53","Unknown or Not Stated","99","Cesarean","2","None checked","1",1763
,"2023","2023","Washington","53","Unknown or Not Stated","99","Cesarean","2","Unknown or Not Stated","9",14
,"2023","2023","Washington","53","Unknown or Not Stated","99","Unknown or Not Stated","9","None checked","1",31
,"2023","2023","Washington","53","Unknown or Not Stated","99","Unknown or Not Stated","9","Unknown or Not Stated","9",17
,"2023","2023","West Virginia","54","No prenatal care","00","Vaginal","1","None checked","1",210
,"2023","2023","West Virginia","54","No prenatal care","00","Cesarean","2","None checked","1",94
,"2023","2023","West Virginia","54","1st month","01","Vaginal","1","None checked","1",492
,"2023","2023","West Virginia","54","1st month","01","Cesarean","2","None checked","1",293
,"2023","2023","West Virginia","54","2nd month","02","Vaginal","1","At least one checked","0",59
,"2023","2023","West Virginia","54","2nd month","02","Vaginal","1","None checked","1",4884
,"2023","2023","West Virginia","54","2nd month","02","Vaginal","1","Unknown or Not Stated","9",18
,"2023","2023","West Virginia","54","2nd month","02","Cesarean","2","At least one checked","0",31
,"2023","2023","West Virginia","54","2nd month","02","Cesarean","2","None checked","1",2705
,"2023","2023","West Virginia","54","2nd month","02","Cesarean","2","Unknown or Not Stated","9",42
,"2023","2023","West Virginia","54","3rd month","03","Vaginal","1","At least one checked","0",38
,"2023","2023","West Virginia","54","3rd month","03","Vaginal","1","None checked","1",3187
,"2023","2023","West Virginia","54","3rd month","03","Cesarean","2","At least one checked","0",17
,"2023","2023","West Virginia","54","3rd month","03","Cesarean","2","None checked","1",1622
,"2023","2023","West Virginia","54","3rd month","03","Cesarean","2","Unknown or Not Stated","9",15
,"2023","2023","West Virginia","54","4th month","04","Vaginal","1","At least one checked","0",15
,"2023","2023","West Virginia","54","4th month","04","Vaginal","1","None checked","1",767
,"2023","2023","West Virginia","54","4th month","04","Cesarean","2","None checked","1",408
,"2023","2023","West Virginia","54","5th month","05","Vaginal","1","None checked","1",368
,"2023","2023","West Virginia","54","5th month","05","Cesarean","2","None checked","1",184
,"2023","2023","West Virginia","54","6th month","06","Vaginal","1","None checked","1",243
,"2023","2023","West Virginia","54","6th month","06","Cesarean","2","None checked","1",136
,"2023","2023","West Virginia","54","7th month","07","Vaginal","1","None checked","1",202
,"2023","2023","West Virginia","54","7th month","07","Cesarean","2","None checked","1",89
,"2023","2023","West Virginia","54","8th month","08","Vaginal","1","None checked","1",159
,"2023","2023","West Virginia","54","8th month","08","Cesarean","2","None checked","1",64
,"2023","2023","West Virginia","54","9th month","09","Vaginal","1","None checked","1",54
,"2023","2023","West Virginia","54","9th month","09","Cesarean","2","None checked","1",25
,"2023","2023","West Virginia","54","Unknown or Not Stated","99","Vaginal","1","None checked","1",64
,"2023","2023","West Virginia","54","Unknown or Not Stated","99","Cesarean","2","None checked","1",48
,"2023","2023","Wisconsin","55","No prenatal care","00","Vaginal","1","At least one checked","0",13
,"2023","2023","Wisconsin","55","No prenatal care","00","Vaginal","1","None checked","1",375
,"2023","2023","Wisconsin","55","No prenatal care","00","Cesarean","2","None checked","1",119
,"2023","2023","Wisconsin","55","1st month","01","Vaginal","1","At least one checked","0",27
,"2023","2023","Wisconsin","55","1st month","01","Vaginal","1","None checked","1",884
,"2023","2023","Wisconsin","55","1st month","01","Cesarean","2","At least one checked","0",12
,"2023","2023","Wisconsin","55","1st month","01","Cesarean","2","None checked","1",363
,"2023","2023","Wisconsin","55","2nd month","02","Vaginal","1","At least one checked","0",535
,"2023","2023","Wisconsin","55","2nd month","02","Vaginal","1","None checked","1",17766
,"2023","2023","Wisconsin","55","2nd month","02","Vaginal","1","Unknown or Not Stated","9",35
,"2023","2023","Wisconsin","55","2nd month","02","Cesarean","2","At least one checked","0",135
,"2023","2023","Wisconsin","55","2nd month","02","Cesarean","2","None checked","1",7056
,"2023","2023","Wisconsin","55","2nd month","02","Cesarean","2","Unknown or Not Stated","9",29
,"2023","2023","Wisconsin","55","2nd month","02","Unknown or Not Stated","9","None checked","1",46
,"2023","2023","Wisconsin","55","3rd month","03","Vaginal","1","At least one checked","0",470
,"2023","2023","Wisconsin","55","3rd month","03","Vaginal","1","None checked","1",15356
,"2023","2023","Wisconsin","55","3rd month","03","Vaginal","1","Unknown or Not Stated","9",26
,"2023","2023","Wisconsin","55","3rd month","03","Cesarean","2","At least one checked","0",109
,"2023","2023","Wisconsin","55","3rd month","03","Cesarean","2","None checked","1",5915
,"2023","2023","Wisconsin","55","3rd month","03","Cesarean","2","Unknown or Not Stated","9",12
,"2023","2023","Wisconsin","55","3rd month","03","Unknown or Not Stated","9","None checked","1",84
,"2023","2023","Wisconsin","55","4th month","04","Vaginal","1","At least one checked","0",69
,"2023","2023","Wisconsin","55","4th month","04","Vaginal","1","None checked","1",3099
,"2023","2023","Wisconsin","55","4th month","04","Cesarean","2","At least one checked","0",17
,"2023","2023","Wisconsin","55","4th month","04","Cesarean","2","None checked","1",917
,"2023","2023","Wisconsin","55","4th month","04","Unknown or Not Stated","9","None checked","1",39
,"2023","2023","Wisconsin","55","5th month","05","Vaginal","1","At least one checked","0",25
,"2023","2023","Wisconsin","55","5th month","05","Vaginal","1","None checked","1",1602
,"2023","2023","Wisconsin","55","5th month","05","Cesarean","2","At least one checked","0",10
,"2023","2023","Wisconsin","55","5th month","05","Cesarean","2","None checked","1",477
,"2023","2023","Wisconsin","55","5th month","05","Unknown or Not Stated","9","None checked","1",15
,"2023","2023","Wisconsin","55","6th month","06","Vaginal","1","At least one checked","0",18
,"2023","2023","Wisconsin","55","6th month","06","Vaginal","1","None checked","1",932
,"2023","2023","Wisconsin","55","6th month","06","Cesarean","2","None checked","1",296
,"2023","2023","Wisconsin","55","6th month","06","Unknown or Not Stated","9","None checked","1",17
,"2023","2023","Wisconsin","55","7th month","07","Vaginal","1","At least one checked","0",14
,"2023","2023","Wisconsin","55","7th month","07","Vaginal","1","None checked","1",710
,"2023","2023","Wisconsin","55","7th month","07","Cesarean","2","None checked","1",227
,"2023","2023","Wisconsin","55","7th month","07","Unknown or Not Stated","9","None checked","1",10
,"2023","2023","Wisconsin","55","8th month","08","Vaginal","1","None checked","1",471
,"2023","2023","Wisconsin","55","8th month","08","Cesarean","2","None checked","1",161
,"2023","2023","Wisconsin","55","9th month","09","Vaginal","1","None checked","1",173
,"2023","2023","Wisconsin","55","9th month","09","Cesarean","2","None checked","1",49
,"2023","2023","Wisconsin","55","Unknown or Not Stated","99","Vaginal","1","At least one checked","0",12
,"2023","2023","Wisconsin","55","Unknown or Not Stated","99","Vaginal","1","None checked","1",602
,"2023","2023","Wisconsin","55","Unknown or Not Stated","99","Cesarean","2","None checked","1",328
,"2023","2023","Wisconsin","55","Unknown or Not Stated","99","Unknown or Not Stated","9","None checked","1",10
,"2023","2023","Wyoming","56","No prenatal care","00","Vaginal","1","None checked","1",62
,"2023","2023","Wyoming","56","No prenatal care","00","Cesarean","2","None checked","1",13
,"2023","2023","Wyoming","56","1st month","01","Vaginal","1","None checked","1",166
,"2023","2023","Wyoming","56","1st month","01","Cesarean","2","None checked","1",72
,"2023","2023","Wyoming","56","2nd month","02","Vaginal","1","At least one checked","0",43
,"2023","2023","Wyoming","56","2nd month","02","Vaginal","1","None checked","1",1743
,"2023","2023","Wyoming","56","2nd month","02","Cesarean","2","At least one checked","0",13
,"2023","2023","Wyoming","56","2nd month","02","Cesarean","2","None checked","1",733
,"2023","2023","Wyoming","56","3rd month","03","Vaginal","1","At least one checked","0",22
,"2023","2023","Wyoming","56","3rd month","03","Vaginal","1","None checked","1",1413
,"2023","2023","Wyoming","56","3rd month","03","Cesarean","2","None checked","1",516
,"2023","2023","Wyoming","56","4th month","04","Vaginal","1","None checked","1",301
,"2023","2023","Wyoming","56","4th month","04","Cesarean","2","None checked","1",114
,"2023","2023","Wyoming","56","5th month","05","Vaginal","1","None checked","1",145
,"2023","2023","Wyoming","56","5th month","05","Cesarean","2","None checked","1",57
,"2023","2023","Wyoming","56","6th month","06","Vaginal","1","None checked","1",99
,"2023","2023","Wyoming","56","6th month","06","Cesarean","2","None checked","1",44
,"2023","2023","Wyoming","56","7th month","07","Vaginal","1","None checked","1",96
,"2023","2023","Wyoming","56","7th month","07","Cesarean","2","None checked","1",33
,"2023","2023","Wyoming","56","8th month","08","Vaginal","1","None checked","1",65
,"2023","2023","Wyoming","56","8th month","08","Cesarean","2","None checked","1",28
,"2023","2023","Wyoming","56","9th month","09","Vaginal","1","None checked","1",20
,"2023","2023","Wyoming","56","9th month","09","Cesarean","2","None checked","1",18
,"2023","2023","Wyoming","56","Unknown or Not Stated","99","Vaginal","1","None checked","1",95
,"2023","2023","Wyoming","56","Unknown or Not Stated","99","Cesarean","2","None checked","1",33
,"2024","2024","Alabama","01","No prenatal care","00","Vaginal","1","At least one checked","0",31
,"2024","2024","Alabama","01","No prenatal care","00","Vaginal","1","None checked","1",1309
,"2024","2024","Alabama","01","No prenatal care","00","Cesarean","2","At least one checked","0",22
,"2024","2024","Alabama","01","No prenatal care","00","Cesarean","2","None checked","1",438
,"2024","2024","Alabama","01","1st month","01","Vaginal","1","None checked","1",714
,"2024","2024","Alabama","01","1st month","01","Cesarean","2","None checked","1",441
,"2024","2024","Alabama","01","2nd month","02","Vaginal","1","At least one checked","0",196
,"2024","2024","Alabama","01","2nd month","02","Vaginal","1","None checked","1",12366
,"2024","2024","Alabama","01","2nd month","02","Cesarean","2","At least one checked","0",91
,"2024","2024","Alabama","01","2nd month","02","Cesarean","2","None checked","1",7245
